EXPIREDATE,ISSUEDATE,WARNINGTYPE,POLYGON,MEAN
2001-11-14 21:45:00.0,2001-11-14 17:40:00.0,flash-flood,"[[[-101.93, 31.69], [-101.8, 31.67], [-101.79, 31.75], [-101.78, 31.97], [-101.78, 32.09], [-101.84, 32.08], [-101.93, 31.69]]]","[[-101.8357142857143, 31.84857142857143]]"
2001-11-14 22:00:00.0,2001-11-14 19:05:00.0,flash-flood,"[[[-81.07, 28.99], [-80.89, 28.75], [-80.77, 28.85], [-80.91, 29.06], [-81.07, 28.99]]]","[[-80.942, 28.928000000000004]]"
2001-11-14 20:00:00.0,2001-11-14 19:14:00.0,severe-thunderstorm,"[[[-102.28, 30.79], [-102.05, 30.74], [-101.98, 30.98], [-102.23, 31.0], [-102.28, 30.79]]]","[[-102.16400000000002, 30.860000000000003]]"
2001-11-14 20:30:00.0,2001-11-14 19:37:00.0,severe-thunderstorm,"[[[-98.17, 27.61], [-97.95, 27.63], [-97.94, 28.04], [-98.24, 28.03], [-98.17, 27.61]]]","[[-98.09400000000001, 27.784000000000002]]"
2001-11-14 20:45:00.0,2001-11-14 19:38:00.0,severe-thunderstorm,"[[[-98.8, 28.65], [-98.42, 28.65], [-98.44, 29.11], [-98.78, 29.22], [-98.8, 28.65]]]","[[-98.648, 28.856]]"
2001-11-14 20:30:00.0,2001-11-14 19:49:00.0,severe-thunderstorm,"[[[-98.82, 28.52], [-98.64, 28.28], [-98.34, 28.55], [-98.5, 28.78], [-98.82, 28.52]]]","[[-98.624, 28.53]]"
2001-11-14 22:15:00.0,2001-11-14 20:20:00.0,special-marine,"[[[-80.6, 28.3], [-79.86, 28.4], [-80.07, 28.94], [-80.0, 29.51], [-81.1, 29.48], [-80.6, 28.3]]]","[[-80.37166666666667, 28.82166666666667]]"
2001-11-14 21:15:00.0,2001-11-14 20:34:00.0,severe-thunderstorm,"[[[-98.238916642526, 27.2669561077662], [-98.0624145040692, 27.2638529868655], [-98.0626352654826, 27.6380532240603], [-97.9482682384069, 27.6409621155008], [-97.939303808053, 27.8848239054019], [-97.8047116499318, 28.0008634538547], [-97.8066800151442, 27.9843370273374], [-97.8197569854304, 27.9763227401002], [-97.8219008138311, 27.9528977428743], [-97.8065425180056, 27.9300296314513], [-97.7953424268724, 27.9454460119131], [-97.7844856241547, 27.9475210907716], [-97.7712483849552, 27.9421826365449], [-97.7674488392319, 27.9301363617984], [-97.7574160529944, 27.9400502894459], [-97.7157055455172, 27.9225914145397], [-97.668273039897, 27.9266236572324], [-97.6536091274883, 27.9175547234796], [-97.6434389243459, 27.8947744677714], [-97.6143857953767, 27.8858410463679], [-97.5928400333199, 27.8660209404816], [-97.5437823756001, 27.8561473807346], [-97.5093198966526, 27.8396917795878], [-97.4998059418148, 27.843544507544], [-97.5219697027193, 27.8639272343414], [-97.4969526668336, 27.875769577501], [-97.4796260008364, 27.8532640938896], [-97.3458888664717, 27.8734803945651], [-97.3613155174477, 27.8402577581927], [-97.2837543356676, 27.871447851614], [-97.213608637759, 27.831414891185], [-97.247292773262, 27.8226243834861], [-97.1957326383504, 27.8125254347352], [-97.1148913132981, 27.9156868650475], [-97.1363681684301, 27.8974973877071], [-97.2364829550522, 28.0408144571822], [-97.2705637411735, 28.026227534241], [-97.2415031844307, 28.0489470441677], [-97.2605540470233, 28.0650176013673], [-97.2631557670738, 28.080334839585], [-97.2803831451284, 28.0895201066964], [-97.2850905831026, 28.1034431199785], [-97.2960846209642, 28.0982018689377], [-97.3097413924627, 28.1063686860565], [-97.3047822774497, 28.1163666171735], [-97.3113818301283, 28.1358550262295], [-97.320201478934, 28.1342376004831], [-97.3182787861267, 28.1134865451128], [-97.3323933218984, 28.123501504064], [-97.3404423749701, 28.1135817465822], [-97.3708229324109, 28.1313591707923], [-97.38253413, 28.1192250459599], [-97.3963053156207, 28.1241628640182], [-97.390995191665, 28.1125323796852], [-97.3964655003254, 28.1020843229631], [-97.4219936961482, 28.1100660544058], [-97.4213223247541, 28.1321331596415], [-97.4450652015606, 28.1313243073167], [-97.4431349543341, 28.1441602424185], [-97.469128513449, 28.1544402409579], [-97.469159029173, 28.170541409827], [-97.4963198886427, 28.1592234833386], [-97.508107449019, 28.1443199974417], [-97.5160573743883, 28.1546249240824], [-97.5314765820442, 28.1563642524483], [-97.5572337699231, 28.1215354379403], [-97.8132265678541, 28.1698777062773], [-97.8972199361698, 28.1108536378856], [-97.8979903264599, 28.0588826280185], [-98.2389398645133, 28.0609330345695], [-98.238916642526, 27.2669561077662]]]","[[-97.54505757418417, 27.970234166497214]]"
2001-11-14 21:00:00.0,2001-11-14 20:37:00.0,severe-thunderstorm,"[[[-98.59, 28.65], [-98.55, 28.47], [-98.35, 28.49], [-98.37, 28.67], [-98.59, 28.65]]]","[[-98.49000000000001, 28.586000000000002]]"
2001-11-14 21:45:00.0,2001-11-14 20:40:00.0,severe-thunderstorm,"[[[-98.76, 28.7], [-98.33, 28.71], [-98.15, 28.82], [-98.42, 29.06], [-98.71, 29.15], [-98.76, 28.7]]]","[[-98.52166666666666, 28.856666666666666]]"
2001-11-14 21:45:00.0,2001-11-14 20:42:00.0,severe-thunderstorm,"[[[-99.6199204856352, 29.6305027439153], [-99.4179099682109, 29.6282347315553], [-98.9877134676648, 29.6218741807135], [-98.9821053510989, 29.5654602974002], [-98.9659076351383, 29.561184106109], [-98.9200918464001, 29.576318298944], [-98.8092953157113, 29.6961236409685], [-98.7895347691982, 29.7188105494972], [-98.9299129668335, 29.791280914352], [-99.1789982599165, 29.9102165878122], [-99.3199932128269, 29.9230901549923], [-99.6217466949689, 29.9199734209575], [-99.6199204856352, 29.6305027439153]]]","[[-99.16638849686453, 29.705659413164025]]"
2001-11-14 21:45:00.0,2001-11-14 20:42:00.0,severe-thunderstorm,"[[[-99.6199204856352, 29.6305027439153], [-99.4179099682109, 29.6282347315553], [-98.9877134676648, 29.6218741807135], [-98.9821053510989, 29.5654602974002], [-98.9659076351383, 29.561184106109], [-98.9200918464001, 29.576318298944], [-98.8092953157113, 29.6961236409685], [-98.7895347691982, 29.7188105494972], [-98.9299129668335, 29.791280914352], [-99.1789982599165, 29.9102165878122], [-99.3199932128269, 29.9230901549923], [-99.6217466949689, 29.9199734209575], [-99.6199204856352, 29.6305027439153]]]","[[-99.16638849686453, 29.705659413164025]]"
2001-11-14 22:00:00.0,2001-11-14 20:55:00.0,severe-thunderstorm,"[[[-102.97, 30.46], [-102.68, 30.24], [-102.54, 30.36], [-102.41, 30.6], [-101.92, 30.91], [-102.46, 31.08], [-102.97, 30.46]]]","[[-102.56428571428572, 30.587142857142855]]"
2001-11-14 21:50:00.0,2001-11-14 21:05:00.0,severe-thunderstorm,"[[[-103.42, 30.31], [-103.22, 30.1], [-103.02, 30.16], [-102.94, 30.28], [-103.26, 30.52], [-103.42, 30.31]]]","[[-103.21333333333332, 30.28]]"
2001-11-14 23:15:00.0,2001-11-14 21:20:00.0,flash-flood,"[[[-98.238916642526, 27.2669561077662], [-98.0624145040692, 27.2638529868655], [-98.0626352654826, 27.6380532240603], [-97.9482682384069, 27.6409621155008], [-97.939303808053, 27.8848239054019], [-97.8047116499318, 28.0008634538547], [-97.802491514523, 28.0270463919257], [-97.8114791121226, 28.0378129243753], [-97.8257768461212, 28.0427089016786], [-97.8481465781607, 28.0339603217929], [-97.8707528527293, 28.0357970622298], [-97.8979903264599, 28.0588826280185], [-98.2389398645133, 28.0609330345695], [-98.238916642526, 27.2669561077662]]]","[[-97.97076741754468, 27.80425779755756]]"
2001-11-14 22:30:00.0,2001-11-14 21:26:00.0,severe-thunderstorm,"[[[-99.33, 28.7], [-98.85, 28.7], [-98.82, 29.05], [-99.33, 29.06], [-99.33, 28.7]]]","[[-99.13199999999999, 28.842000000000002]]"
2001-11-15 01:40:00.0,2001-11-14 21:40:00.0,flash-flood,"[[[-101.68, 32.13], [-101.37, 32.11], [-101.2, 32.13], [-101.19, 32.29], [-101.22, 32.49], [-101.37, 32.52], [-101.66, 32.51], [-101.68, 32.31], [-101.68, 32.13]]]","[[-101.44999999999999, 32.291111111111114]]"
2001-11-14 22:45:00.0,2001-11-14 21:49:00.0,severe-thunderstorm,"[[[-97.2489390308614, 27.5814491265614], [-97.3357694916682, 27.4411382648402], [-97.3763559674414, 27.2849654048289], [-97.3593801857708, 27.2840405219699], [-97.2239827766418, 27.5743234820277], [-97.0538319312447, 27.8307777532106], [-97.1133036970626, 27.8195211793271], [-97.0755605616043, 27.8115793410343], [-97.1704476930157, 27.7077710590242], [-97.2038487898529, 27.6123791179091], [-97.258949516966, 27.6520617389151], [-97.2489390308614, 27.5814491265614]], [[-97.9482682384069, 27.6409621155008], [-98.0626352654826, 27.6380532240603], [-98.0624145040692, 27.2638529868655], [-97.9848675969138, 27.2628580916508], [-97.9849744205182, 27.2149031797382], [-97.9675407595238, 27.2187177800559], [-97.9568593186724, 27.238801515041], [-97.9301480592054, 27.2465775490609], [-97.8858200198704, 27.2438520910665], [-97.8401568191646, 27.2539893648056], [-97.8262480535552, 27.2592363356905], [-97.8201673012182, 27.2775558665304], [-97.785017752344, 27.2880402911338], [-97.680279172266, 27.2946930806235], [-97.7503494379711, 27.41998295344], [-97.6003827011428, 27.3004551454618], [-97.528650555173, 27.3444204003037], [-97.5078084916159, 27.4395317363744], [-97.500703162369, 27.31998796117], [-97.4125283681046, 27.3213449992806], [-97.3317271301908, 27.5626365036553], [-97.2500614178358, 27.6891429260905], [-97.3094801183865, 27.7081729278505], [-97.3477723155609, 27.631751940673], [-97.3994852497549, 27.6334982918403], [-97.3536318222789, 27.6411127473255], [-97.3202834100132, 27.6909444328169], [-97.349779166119, 27.7156375087417], [-97.3180633276148, 27.7125347515202], [-97.3968304284502, 27.771146058486], [-97.3888121386094, 27.8317301437745], [-97.4800836143042, 27.8205851258607], [-97.4998059418148, 27.843544507544], [-97.5093198966526, 27.8396917795878], [-97.5437823756001, 27.8561473807346], [-97.5928400333199, 27.8660209404816], [-97.6143857953767, 27.8858410463679], [-97.6434389243459, 27.8947744677714], [-97.6536091274883, 27.9175547234796], [-97.668273039897, 27.9266236572324], [-97.7157055455172, 27.9225914145397], [-97.7574160529944, 27.9400502894459], [-97.7674488392319, 27.9301363617984], [-97.7712483849552, 27.9421826365449], [-97.7844856241547, 27.9475210907716], [-97.7953424268724, 27.9454460119131], [-97.8065425180056, 27.9300296314513], [-97.8219008138311, 27.9528977428743], [-97.8197569854304, 27.9763227401002], [-97.8066800151442, 27.9843370273374], [-97.8047116499318, 28.0008634538547], [-97.939303808053, 27.8848239054019], [-97.9482682384069, 27.6409621155008]]]","[[-97.22244238941596, 27.598454676350826], [-97.67068105988173, 27.640095716060802]]"
2001-11-14 23:15:00.0,2001-11-14 22:08:00.0,severe-thunderstorm,"[[[-98.8092953157113, 29.6961236409685], [-98.9200918464001, 29.576318298944], [-98.9659076351383, 29.561184106109], [-98.9821053510989, 29.5654602974002], [-98.9877134676648, 29.6218741807135], [-99.4179099682109, 29.6282347315553], [-99.4133014151154, 29.0927205753868], [-98.8090418731227, 29.092333906406], [-98.8072868720205, 29.2514832605016], [-98.4212057928651, 29.1153471005449], [-98.1432078275656, 29.4438962385832], [-98.1446269445974, 29.4507967673233], [-98.1324120092617, 29.4583801546157], [-98.1306572781999, 29.4899818631823], [-98.1467557002994, 29.4962147852681], [-98.1731463877911, 29.4874965091663], [-98.1774876528516, 29.5045284996716], [-98.1959435920557, 29.4993368014759], [-98.2078915513166, 29.5284113859244], [-98.2271486122929, 29.5346843676424], [-98.24091239421, 29.5532421889647], [-98.2338321636056, 29.5655022381374], [-98.2577356617636, 29.5759712341227], [-98.2627788032309, 29.5604688109434], [-98.2863924034587, 29.5599270622802], [-98.3276304435078, 29.5949408414766], [-98.3486042705361, 29.6218411008003], [-98.3520758215907, 29.6585505811223], [-98.3670527627719, 29.6711481370588], [-98.3853790782895, 29.6737114603582], [-98.3846467319225, 29.7112716017035], [-98.3540672802865, 29.7167685063797], [-98.3610560435017, 29.7351985642057], [-98.3843568441432, 29.7259271710415], [-98.3893847867259, 29.7379125232963], [-98.4169353696763, 29.7534338815203], [-98.4236111992735, 29.73383080858], [-98.4367875265854, 29.7317308402929], [-98.4401292644482, 29.7217004237523], [-98.4675577786703, 29.7445362267031], [-98.496000948164, 29.7408092884932], [-98.5591972032919, 29.7631929787411], [-98.5841382318832, 29.7493193696188], [-98.6050739377785, 29.7541714409427], [-98.615785816876, 29.7423977774707], [-98.630358421894, 29.7508260099168], [-98.6451522030607, 29.7459719501816], [-98.652415634633, 29.7515583533017], [-98.6618229896437, 29.7548808170329], [-98.7120180441921, 29.737619833267], [-98.7179156784178, 29.7299029832859], [-98.7377908509185, 29.7360901426153], [-98.7437723675992, 29.7228746233675], [-98.7895347691982, 29.7188105494972], [-98.8092953157113, 29.6961236409685]]]","[[-98.51444247518259, 29.609763116960433]]"
2001-11-14 23:15:00.0,2001-11-14 22:31:00.0,tornado,"[[[-97.2489390308614, 27.5814491265614], [-97.3357694916682, 27.4411382648402], [-97.3763559674414, 27.2849654048289], [-97.3593801857708, 27.2840405219699], [-97.2239827766418, 27.5743234820277], [-97.2489390308614, 27.5814491265614]], [[-97.785017752344, 27.2880402911338], [-97.680279172266, 27.2946930806235], [-97.7503494379711, 27.41998295344], [-97.6003827011428, 27.3004551454618], [-97.528650555173, 27.3444204003037], [-97.5078084916159, 27.4395317363744], [-97.500703162369, 27.31998796117], [-97.4125283681046, 27.3213449992806], [-97.3317271301908, 27.5626365036553], [-97.8386467363782, 27.5572423488568], [-97.8756501206502, 27.5930037092805], [-97.8796404152146, 27.6179604271182], [-97.9482682384069, 27.6409621155008], [-98.0626352654826, 27.6380532240603], [-98.0624145040692, 27.2638529868655], [-97.9848675969138, 27.2628580916508], [-97.9849744205182, 27.2149031797382], [-97.9675407595238, 27.2187177800559], [-97.9568593186724, 27.238801515041], [-97.9301480592054, 27.2465775490609], [-97.8858200198704, 27.2438520910665], [-97.8401568191646, 27.2539893648056], [-97.8262480535552, 27.2592363356905], [-97.8201673012182, 27.2775558665304], [-97.785017752344, 27.2880402911338]]]","[[-97.29889441387417, 27.457894321131587], [-97.78986008609462, 27.364267997915952]]"
2001-11-15 02:45:00.0,2001-11-14 22:39:00.0,flash-flood,"[[[-102.93, 30.34], [-102.4, 30.33], [-102.41, 30.62], [-101.9, 30.88], [-102.02, 30.98], [-102.29, 31.0], [-102.93, 30.34]]]","[[-102.41142857142856, 30.641428571428573]]"
2001-11-15 00:03:00.0,2001-11-14 23:03:00.0,flash-flood,"[[[-97.2489390308614, 27.5814491265614], [-97.3357694916682, 27.4411382648402], [-97.3763559674414, 27.2849654048289], [-97.3593801857708, 27.2840405219699], [-97.2239827766418, 27.5743234820277], [-97.2489390308614, 27.5814491265614]], [[-97.785017752344, 27.2880402911338], [-97.680279172266, 27.2946930806235], [-97.7503494379711, 27.41998295344], [-97.6003827011428, 27.3004551454618], [-97.528650555173, 27.3444204003037], [-97.5078084916159, 27.4395317363744], [-97.500703162369, 27.31998796117], [-97.4125283681046, 27.3213449992806], [-97.3317271301908, 27.5626365036553], [-97.8386467363782, 27.5572423488568], [-97.8756501206502, 27.5930037092805], [-97.8796404152146, 27.6179604271182], [-97.9482682384069, 27.6409621155008], [-98.0626352654826, 27.6380532240603], [-98.0624145040692, 27.2638529868655], [-97.9848675969138, 27.2628580916508], [-97.9849744205182, 27.2149031797382], [-97.9675407595238, 27.2187177800559], [-97.9568593186724, 27.238801515041], [-97.9301480592054, 27.2465775490609], [-97.8858200198704, 27.2438520910665], [-97.8401568191646, 27.2539893648056], [-97.8262480535552, 27.2592363356905], [-97.8201673012182, 27.2775558665304], [-97.785017752344, 27.2880402911338]]]","[[-97.29889441387417, 27.457894321131587], [-97.78986008609462, 27.364267997915952]]"
2001-11-15 00:00:00.0,2001-11-14 23:13:00.0,tornado,"[[[-97.2489390308614, 27.5814491265614], [-97.3357694916682, 27.4411382648402], [-97.3763559674414, 27.2849654048289], [-97.3593801857708, 27.2840405219699], [-97.2239827766418, 27.5743234820277], [-97.2489390308614, 27.5814491265614]], [[-97.785017752344, 27.2880402911338], [-97.680279172266, 27.2946930806235], [-97.7503494379711, 27.41998295344], [-97.6003827011428, 27.3004551454618], [-97.528650555173, 27.3444204003037], [-97.5078084916159, 27.4395317363744], [-97.500703162369, 27.31998796117], [-97.4125283681046, 27.3213449992806], [-97.3317271301908, 27.5626365036553], [-97.8386467363782, 27.5572423488568], [-97.8756501206502, 27.5930037092805], [-97.8796404152146, 27.6179604271182], [-97.9482682384069, 27.6409621155008], [-98.0626352654826, 27.6380532240603], [-98.0624145040692, 27.2638529868655], [-97.9848675969138, 27.2628580916508], [-97.9849744205182, 27.2149031797382], [-97.9675407595238, 27.2187177800559], [-97.9568593186724, 27.238801515041], [-97.9301480592054, 27.2465775490609], [-97.8858200198704, 27.2438520910665], [-97.8401568191646, 27.2539893648056], [-97.8262480535552, 27.2592363356905], [-97.8201673012182, 27.2775558665304], [-97.785017752344, 27.2880402911338]]]","[[-97.29889441387417, 27.457894321131587], [-97.78986008609462, 27.364267997915952]]"
2001-11-15 00:15:00.0,2001-11-14 23:15:00.0,severe-thunderstorm,"[[[-99.06, 29.34], [-98.91, 29.21], [-98.32, 29.41], [-98.56, 29.65], [-99.06, 29.34]]]","[[-98.782, 29.389999999999997]]"
2001-11-15 00:15:00.0,2001-11-14 23:20:00.0,severe-thunderstorm,"[[[-102.52, 30.27], [-102.55, 30.13], [-102.44, 29.99], [-101.8, 29.94], [-101.81, 30.26], [-102.52, 30.27]]]","[[-102.27333333333333, 30.143333333333334]]"
2001-11-15 00:45:00.0,2001-11-14 23:47:00.0,severe-thunderstorm,"[[[-98.4, 27.59], [-98.12, 27.47], [-98.02, 28.0], [-98.32, 28.06], [-98.4, 27.59]]]","[[-98.252, 27.742]]"
2001-11-15 03:00:00.0,2001-11-14 23:55:00.0,flash-flood,"[[[-97.2239827766418, 27.5743234820277], [-97.0538319312447, 27.8307777532106], [-97.1133036970626, 27.8195211793271], [-97.0755605616043, 27.8115793410343], [-97.1704476930157, 27.7077710590242], [-97.2038487898529, 27.6123791179091], [-97.258949516966, 27.6520617389151], [-97.2489390308614, 27.5814491265614], [-97.2239827766418, 27.5743234820277]], [[-97.3317271301908, 27.5626365036553], [-97.2500614178358, 27.6891429260905], [-97.3094801183865, 27.7081729278505], [-97.3477723155609, 27.631751940673], [-97.3994852497549, 27.6334982918403], [-97.3536318222789, 27.6411127473255], [-97.3202834100132, 27.6909444328169], [-97.349779166119, 27.7156375087417], [-97.3180633276148, 27.7125347515202], [-97.3968304284502, 27.771146058486], [-97.3888121386094, 27.8317301437745], [-97.4800836143042, 27.8205851258607], [-97.4998059418148, 27.843544507544], [-97.5093198966526, 27.8396917795878], [-97.5437823756001, 27.8561473807346], [-97.5928400333199, 27.8660209404816], [-97.6143857953767, 27.8858410463679], [-97.6434389243459, 27.8947744677714], [-97.6536091274883, 27.9175547234796], [-97.668273039897, 27.9266236572324], [-97.7157055455172, 27.9225914145397], [-97.7574160529944, 27.9400502894459], [-97.7674488392319, 27.9301363617984], [-97.7712483849552, 27.9421826365449], [-97.7844856241547, 27.9475210907716], [-97.7953424268724, 27.9454460119131], [-97.8065425180056, 27.9300296314513], [-97.8219008138311, 27.9528977428743], [-97.8197569854304, 27.9763227401002], [-97.8066800151442, 27.9843370273374], [-97.8047116499318, 28.0008634538547], [-97.939303808053, 27.8848239054019], [-97.9482682384069, 27.6409621155008], [-97.8796404152146, 27.6179604271182], [-97.8756501206502, 27.5930037092805], [-97.8386467363782, 27.5572423488568], [-97.3317271301908, 27.5626365036553]]]","[[-97.17476075265459, 27.684909586670802], [-97.60637677239397, 27.804543223575113]]"
2001-11-15 02:00:00.0,2001-11-14 23:59:00.0,flash-flood,"[[[-98.82, 28.66], [-98.53, 28.49], [-98.11, 28.8], [-98.25, 28.93], [-98.81, 29.07], [-98.82, 28.66]]]","[[-98.55666666666666, 28.76833333333333]]"
2001-11-15 01:00:00.0,2001-11-15 00:00:00.0,tornado,"[[[-98.02, 27.38], [-97.82, 27.36], [-97.8, 27.54], [-98.02, 27.63], [-98.02, 27.38]]]","[[-97.93599999999999, 27.458]]"
2001-11-15 01:15:00.0,2001-11-15 00:15:00.0,severe-thunderstorm,"[[[-102.29, 30.58], [-102.37, 30.3], [-102.52, 30.2], [-102.46, 29.99], [-102.17, 29.87], [-101.79, 29.83], [-101.77, 30.66], [-102.29, 30.58]]]","[[-102.2075, 30.25125]]"
2001-11-15 03:30:00.0,2001-11-15 00:35:00.0,flash-flood,"[[[-98.238916642526, 27.2669561077662], [-98.0624145040692, 27.2638529868655], [-98.0626352654826, 27.6380532240603], [-97.9482682384069, 27.6409621155008], [-97.939303808053, 27.8848239054019], [-97.8047116499318, 28.0008634538547], [-97.802491514523, 28.0270463919257], [-97.8114791121226, 28.0378129243753], [-97.8257768461212, 28.0427089016786], [-97.8481465781607, 28.0339603217929], [-97.8707528527293, 28.0357970622298], [-97.8979903264599, 28.0588826280185], [-98.2389398645133, 28.0609330345695], [-98.238916642526, 27.2669561077662]], [[-98.3393678263232, 28.0616285667494], [-98.3421093332939, 28.6064148032401], [-98.3440778422322, 28.6381404327161], [-98.8081951052384, 28.6392488660585], [-98.8070452344605, 28.0609994489094], [-98.3393678263232, 28.0616285667494]]]","[[-97.97076741754468, 27.80425779755756], [-98.49669386131188, 28.344676780737146]]"
2001-11-15 03:00:00.0,2001-11-15 00:46:00.0,flash-flood,"[[[-98.37, 30.46], [-98.53, 30.28], [-98.32, 30.17], [-98.19, 30.36], [-98.01, 30.28], [-97.75, 30.38], [-98.03, 30.57], [-98.08, 30.42], [-98.37, 30.46]]]","[[-98.18333333333334, 30.375555555555554]]"
2001-11-15 03:00:00.0,2001-11-15 00:46:00.0,flash-flood,"[[[-98.37, 30.46], [-98.53, 30.28], [-98.32, 30.17], [-98.19, 30.36], [-98.01, 30.28], [-97.75, 30.38], [-98.03, 30.57], [-98.08, 30.42], [-98.37, 30.46]]]","[[-98.18333333333334, 30.375555555555554]]"
2001-11-15 02:00:00.0,2001-11-15 01:04:00.0,severe-thunderstorm,"[[[-98.3393678263232, 28.0616285667494], [-98.3421093332939, 28.6064148032401], [-98.3440778422322, 28.6381404327161], [-98.8081951052384, 28.6392488660585], [-98.8070452344605, 28.0609994489094], [-98.3393678263232, 28.0616285667494]]]","[[-98.49669386131188, 28.344676780737146]]"
2001-11-15 02:00:00.0,2001-11-15 01:09:00.0,severe-thunderstorm,"[[[-98.05, 27.5], [-97.86, 27.47], [-97.83, 27.57], [-97.96, 27.66], [-98.05, 27.5]]]","[[-97.95, 27.54]]"
2001-11-15 02:15:00.0,2001-11-15 01:15:00.0,severe-thunderstorm,"[[[-99.68, 29.47], [-99.67, 29.3], [-99.45, 29.35], [-99.45, 29.61], [-99.54, 29.61], [-99.68, 29.47]]]","[[-99.57833333333333, 29.468333333333334]]"
