EXPIREDATE,ISSUEDATE,WARNINGTYPE,POLYGON,MEAN
2001-12-03 08:30:00.0,2001-12-03 08:07:00.0,special-marine,"[[[-124.41, 40.78], [-124.22, 40.8], [-124.17, 40.96], [-124.38, 40.94], [-124.41, 40.78]]]","[[-124.31800000000001, 40.852]]"
2001-12-05 17:00:00.0,2001-12-05 16:35:00.0,severe-thunderstorm,"[[[-94.71, 41.48], [-94.64, 41.17], [-94.24, 41.21], [-94.25, 41.52], [-94.71, 41.48]]]","[[-94.50999999999999, 41.372]]"
2001-12-06 06:00:00.0,2001-12-05 17:31:00.0,severe-thunderstorm,"[[[-92.46, 43.62], [-92.07, 43.85], [-92.11, 44.09], [-92.21, 44.12], [-92.44, 43.84], [-92.46, 43.62]]]","[[-92.29166666666667, 43.85666666666666]]"
2001-12-05 20:00:00.0,2001-12-05 19:23:00.0,severe-thunderstorm,"[[[-89.77, 45.52], [-89.72, 45.15], [-89.45, 45.16], [-89.44, 45.54], [-89.77, 45.52]]]","[[-89.63, 45.378]]"
2001-12-05 20:15:00.0,2001-12-05 19:39:00.0,severe-thunderstorm,"[[[-89.44, 45.62], [-89.37, 45.31], [-89.06, 45.43], [-89.17, 45.82], [-89.44, 45.62]]]","[[-89.296, 45.56]]"
2001-12-05 21:00:00.0,2001-12-05 20:26:00.0,severe-thunderstorm,"[[[-88.9251954422437, 46.0736015080096], [-88.804397170335, 46.0268046239007], [-88.7938153525548, 46.0363602068919], [-88.7774806211023, 46.0326143605406], [-88.7730171354202, 46.021147746959], [-88.7264096386053, 46.029581736083], [-88.7036055788856, 46.0189236405892], [-88.6773838648913, 46.0201441283944], [-88.6436694832571, 45.9933882928391], [-88.6155023459798, 45.9941205068572], [-88.5975360335339, 46.0155164912387], [-88.575357692098, 46.0089590630598], [-88.5483579419945, 46.0193002259831], [-88.5156131830942, 46.0186095619689], [-88.4940832789595, 46.0129599627087], [-88.483813961278, 45.9991509885852], [-88.4543189656679, 46.0007603460834], [-88.4035221124417, 45.9834220708464], [-88.3699382062343, 45.9945870784701], [-88.3213230502811, 45.9667127656587], [-88.2991520587513, 45.9619441469833], [-88.2571680396397, 45.9670551908873], [-88.2149918189356, 45.9479016364541], [-88.1801939444304, 45.9535166684228], [-88.150438424194, 45.9362935215681], [-88.1113904221148, 45.9262876744074], [-88.093850061765, 45.9206153043833], [-88.0957641221132, 45.8918035055568], [-88.0654210733109, 45.8736421368008], [-88.121786443611, 45.8348779040675], [-88.1299494937058, 45.8194019526506], [-88.0887340937991, 45.7915325188816], [-88.0516393398365, 45.7861121476096], [-87.9900698113483, 45.7950463354111], [-87.9691796312807, 45.7664485705759], [-87.873628831766, 45.7506993690495], [-87.8423627328109, 45.7224184643369], [-87.6961771377962, 45.7255825900682], [-87.6927874458179, 45.8989399714871], [-87.6168910087636, 45.9001956688735], [-87.6137044381973, 45.9894033197103], [-87.6103199522138, 46.2467063595319], [-88.1118601827561, 46.2486054506041], [-88.1141033727353, 46.4241105499422], [-88.6717224537813, 46.4226742940471], [-88.9874438109133, 46.4182692585984], [-88.9874274840822, 46.3348784053033], [-88.9853010679315, 46.1003912267907], [-88.9251954422437, 46.0736015080096]]]","[[-88.34189786121436, 45.9937881827894]]"
2001-12-05 20:45:00.0,2001-12-05 20:30:00.0,severe-thunderstorm,"[[[-88.6773838648913, 46.0201441283944], [-88.6785040727777, 45.9830775456771], [-88.6673957956835, 45.9811777725965], [-88.6672991477319, 45.7267943258984], [-88.4149934115885, 45.7213522806046], [-88.0557872614687, 45.7152559782651], [-88.0516393398365, 45.7861121476096], [-88.0887340937991, 45.7915325188816], [-88.1299494937058, 45.8194019526506], [-88.121786443611, 45.8348779040675], [-88.0654210733109, 45.8736421368008], [-88.0957641221132, 45.8918035055568], [-88.093850061765, 45.9206153043833], [-88.1113904221148, 45.9262876744074], [-88.150438424194, 45.9362935215681], [-88.1801939444304, 45.9535166684228], [-88.2149918189356, 45.9479016364541], [-88.2571680396397, 45.9670551908873], [-88.2991520587513, 45.9619441469833], [-88.3213230502811, 45.9667127656587], [-88.3699382062343, 45.9945870784701], [-88.4035221124417, 45.9834220708464], [-88.4543189656679, 46.0007603460834], [-88.483813961278, 45.9991509885852], [-88.4940832789595, 46.0129599627087], [-88.5156131830942, 46.0186095619689], [-88.5483579419945, 46.0193002259831], [-88.575357692098, 46.0089590630598], [-88.5975360335339, 46.0155164912387], [-88.6155023459798, 45.9941205068572], [-88.6436694832571, 45.9933882928391], [-88.6773838648913, 46.0201441283944]]]","[[-88.36632071906436, 45.93082555696258]]"
2001-12-06 19:00:00.0,2001-12-06 06:35:00.0,severe-thunderstorm,"[[[-89.6, 43.72], [-89.39, 43.65], [-88.61, 44.03], [-88.81, 44.21], [-89.6, 43.72]]]","[[-89.202, 43.866]]"
2001-12-06 19:30:00.0,2001-12-06 06:36:00.0,severe-thunderstorm,"[[[-91.6105730525852, 42.643577210157], [-92.0873804887781, 42.639983844598], [-92.0865962289635, 42.468611761012], [-92.0660725581645, 42.4685583084774], [-92.0696307488479, 42.2957757866295], [-91.8369977551436, 42.2956335498346], [-91.6000271606737, 42.2951415503923], [-91.3680213754866, 42.2941500861422], [-91.1342615693607, 42.2973113239551], [-91.1375222486481, 42.6472089652035], [-91.6105730525852, 42.643577210157]]]","[[-91.69160511265791, 42.453593599687146]]"
2001-12-06 19:30:00.0,2001-12-06 06:36:00.0,severe-thunderstorm,"[[[-91.6105730525852, 42.643577210157], [-92.0873804887781, 42.639983844598], [-92.0865962289635, 42.468611761012], [-92.0660725581645, 42.4685583084774], [-92.0696307488479, 42.2957757866295], [-91.8369977551436, 42.2956335498346], [-91.6000271606737, 42.2951415503923], [-91.3680213754866, 42.2941500861422], [-91.1342615693607, 42.2973113239551], [-91.1375222486481, 42.6472089652035], [-91.6105730525852, 42.643577210157]]]","[[-91.69160511265791, 42.453593599687146]]"
2001-12-08 01:00:00.0,2001-12-08 00:16:00.0,tornado,"[[[-92.58, 34.78], [-92.45, 34.74], [-92.16, 34.91], [-92.39, 34.91], [-92.58, 34.78]]]","[[-92.43199999999999, 34.824]]"
2001-12-08 01:30:00.0,2001-12-08 00:57:00.0,tornado,"[[[-92.34, 34.9], [-92.26, 34.87], [-91.85, 34.92], [-92.06, 35.06], [-92.34, 34.9]]]","[[-92.17, 34.93]]"
2001-12-08 02:15:00.0,2001-12-08 01:30:00.0,tornado,"[[[-92.11, 35.12], [-92.05, 35.0], [-91.69, 35.17], [-91.73, 35.29], [-91.88, 35.33], [-92.11, 35.12]]]","[[-91.92833333333334, 35.171666666666674]]"
2001-12-08 15:45:00.0,2001-12-08 13:51:00.0,special-marine,"[[[-96.09, 28.77], [-98.11, 27.68], [-97.71, 27.05], [-95.74, 28.18], [-96.09, 28.77]]]","[[-96.748, 28.090000000000003]]"
2001-12-10 12:45:00.0,2001-12-10 11:40:00.0,special-marine,"[[[-81.41, 30.38], [-81.28, 30.24], [-80.91, 30.43], [-81.1, 30.64], [-81.41, 30.38]]]","[[-81.22200000000001, 30.413999999999998]]"
2001-12-10 22:30:00.0,2001-12-10 19:30:00.0,special-marine,"[[[-85.3, 29.01], [-85.14, 28.89], [-84.09, 29.17], [-84.45, 29.65], [-85.3, 29.01]]]","[[-84.85600000000001, 29.145999999999997]]"
2001-12-10 23:45:00.0,2001-12-10 22:20:00.0,special-marine,"[[[-84.75, 28.96], [-84.72, 28.91], [-84.35, 29.12], [-84.53, 29.28], [-84.75, 28.96]]]","[[-84.62, 29.046000000000003]]"
2001-12-11 01:45:00.0,2001-12-11 00:12:00.0,special-marine,"[[[-79.71, 32.64], [-79.3, 32.38], [-78.71, 32.89], [-79.27, 33.13], [-79.71, 32.64]]]","[[-79.33999999999999, 32.736000000000004]]"
2001-12-11 03:45:00.0,2001-12-11 02:40:00.0,special-marine,"[[[-78.93, 33.1], [-78.69, 32.95], [-78.11, 33.48], [-78.61, 33.47], [-78.93, 33.1]]]","[[-78.65400000000001, 33.22]]"
2001-12-11 04:50:00.0,2001-12-11 03:54:00.0,special-marine,"[[[-78.64, 33.4], [-78.19, 33.24], [-77.92, 33.47], [-78.27, 33.58], [-78.64, 33.4]]]","[[-78.332, 33.418]]"
2001-12-12 08:45:00.0,2001-12-12 07:59:00.0,tornado,"[[[-95.78, 28.87], [-95.64, 28.74], [-95.23, 29.05], [-95.44, 29.29], [-95.78, 28.87]]]","[[-95.574, 28.964]]"
2001-12-12 16:45:00.0,2001-12-12 13:45:00.0,flash-flood,"[[[-94.0045847001297, 31.9781086259495], [-93.977400745224, 31.9463271084149], [-93.9701757150612, 31.923332670499], [-93.9359189554272, 31.9096246079882], [-93.9181114839259, 31.9098704820605], [-93.9236506911527, 31.8927620881712], [-93.8994496012559, 31.8946233843507], [-93.8927128271358, 31.8702347315503], [-93.8814515298817, 31.8715888085537], [-93.8775910841835, 31.8502823749578], [-93.4398801891612, 31.8500547531932], [-93.4378658943205, 31.9190460085845], [-93.4077974940704, 31.9337873487588], [-93.3947584621048, 31.9210044063798], [-93.3793160796429, 31.9256447588653], [-93.3654301619468, 31.9064989805704], [-93.3491027471428, 31.9038629019351], [-93.3489730200555, 31.9349025973476], [-93.3709158214315, 31.9642697490739], [-93.4006866267738, 31.9874285959145], [-93.4381633756636, 31.9911423942097], [-93.4547576269759, 32.0316290568143], [-93.4724659330224, 32.0396780170859], [-93.4738849263372, 32.0574236690187], [-93.4976816298394, 32.0679902876371], [-93.4999780442892, 32.0815970601149], [-93.52320994427, 32.1022152307314], [-93.5292066903408, 32.1138613084488], [-93.4961323354053, 32.1346584673225], [-93.507988623667, 32.1442751839601], [-93.5192647826564, 32.1853892538241], [-93.5810562770078, 32.2068964100373], [-93.605203355461, 32.2443408552592], [-93.6163040631696, 32.2913750604992], [-93.6710687408295, 32.3217548028215], [-93.7278782555499, 32.3283123038703], [-93.7625926508238, 32.3479881466849], [-93.7914172094322, 32.3386882914879], [-93.8041358173262, 32.3126613581079], [-93.8480288902333, 32.2913647105595], [-93.8664240411644, 32.2505105251274], [-93.9102336437364, 32.2186969608619], [-93.9454978987106, 32.1995173535374], [-94.034954991874, 32.1996091989861], [-94.0352556158215, 31.9946792606335], [-94.0100779255717, 31.9893006514689], [-94.0045847001297, 31.9781086259495]]]","[[-93.67666429402844, 32.058657860174016]]"
2001-12-12 15:45:00.0,2001-12-12 15:07:00.0,severe-thunderstorm,"[[[-94.8, 29.83], [-94.69, 29.57], [-93.95, 29.97], [-94.1, 30.18], [-94.8, 29.83]]]","[[-94.46799999999999, 29.875999999999998]]"
2001-12-12 22:15:00.0,2001-12-12 19:10:00.0,flash-flood,"[[[-90.9, 34.09], [-91.14, 34.11], [-91.15, 33.96], [-91.52, 33.95], [-91.5, 33.77], [-91.96, 33.77], [-91.96, 33.41], [-91.46, 33.4], [-91.47, 33.59], [-91.25, 33.57], [-90.9, 34.09]]]","[[-91.38272727272728, 33.791818181818186]]"
2001-12-12 22:15:00.0,2001-12-12 19:21:00.0,flash-flood,"[[[-91.98, 33.37], [-92.0, 33.69], [-92.3, 33.7], [-92.28, 33.43], [-92.33, 33.34], [-92.13, 33.22], [-91.98, 33.37]]]","[[-92.14285714285714, 33.44571428571429]]"
2001-12-12 20:45:00.0,2001-12-12 19:55:00.0,tornado,"[[[-92.03, 31.68], [-91.92, 31.53], [-91.77, 31.68], [-91.59, 31.8], [-91.62, 31.93], [-91.82, 31.79], [-92.03, 31.68]]]","[[-91.82571428571428, 31.72714285714286]]"
2001-12-12 21:30:00.0,2001-12-12 20:27:00.0,tornado,"[[[-91.8, 31.9], [-91.67, 31.75], [-91.09, 32.1], [-91.18, 32.15], [-91.19, 32.23], [-91.8, 31.9]]]","[[-91.455, 32.005]]"
2001-12-13 02:30:00.0,2001-12-12 20:32:00.0,flash-flood,"[[[-91.0969767750553, 34.8718904725822], [-91.0992576190998, 34.7387825587914], [-91.0483147290282, 34.7371959686298], [-91.0488326600653, 34.651331886889], [-91.048639918119, 34.4746065535806], [-90.9923414326786, 34.474889241422], [-90.9908968686187, 34.3422233592211], [-91.0409851057455, 34.3420245676284], [-91.0461805305361, 34.323779040323], [-91.0371546138479, 34.3175383513187], [-91.0491710166902, 34.3060141777153], [-91.0422660337277, 34.2947457590422], [-91.0482780577528, 34.2892106427967], [-91.0584866300517, 34.2990752390741], [-91.0652995061077, 34.2785332705195], [-91.0648642444991, 34.2567210897757], [-91.0503752574081, 34.2273789203476], [-91.073927676119, 34.2102432406957], [-91.0780932980636, 34.1965523933919], [-91.0704097365225, 34.1462028449798], [-91.1093816124463, 34.1247563165426], [-90.9423538254879, 34.1260478667544], [-90.6576164457997, 34.1233350847558], [-90.6572940928926, 33.9896969428937], [-90.4489536213341, 33.9861354791349], [-90.4495346742394, 34.0793198115878], [-90.1317431638354, 34.07876037679], [-90.1357416682721, 34.1610007355974], [-89.9664215033464, 34.1618050956502], [-89.9675812183719, 34.1699799191658], [-89.9303723186105, 34.1678510569012], [-89.7155030689954, 34.1679946376937], [-89.7166856915222, 34.1938960747297], [-89.7154944685253, 34.5660095498142], [-89.6641550023563, 34.5660931976212], [-89.4727362147699, 34.5634791926738], [-89.4459715651961, 34.5366700392328], [-89.4270119427154, 34.5289377474852], [-89.4002242582262, 34.5348197360312], [-89.3701177229051, 34.5279761909832], [-89.3600618344583, 34.5365971476816], [-89.3416667942457, 34.5288534117469], [-89.3048385182445, 34.5319735799657], [-89.2407876766789, 34.5018645993265], [-89.2388115204089, 34.5936249496861], [-89.2924021105867, 34.5928241058044], [-89.2939494482143, 34.8507945402724], [-89.3426798605132, 34.8504171023393], [-89.3423729736416, 34.9998048697839], [-89.1981347323638, 35.0008837887335], [-89.186971709578, 35.3998806909165], [-89.1845608002163, 35.4357304583175], [-89.0767702833281, 35.4344858413047], [-88.8487290414215, 35.4357162536579], [-88.7973740396303, 35.4349644525343], [-88.6765214891159, 35.4931860730003], [-88.6061697081438, 35.5680126997454], [-88.6053458710928, 35.5897901208946], [-88.6060861829161, 35.6233774773226], [-88.597006997507, 35.6251207198288], [-88.5978006803147, 35.653718609051], [-88.6051403480142, 35.655587767671], [-88.6069421085106, 35.7917270019021], [-88.5927510892841, 35.7925280250903], [-88.5873572537176, 35.8169875121207], [-88.5679400622317, 35.8272716982499], [-88.1754164945489, 35.821727328386], [-88.1732497802323, 35.8484754190222], [-88.2146562247498, 35.8498372869031], [-88.2081635325231, 36.1315095195289], [-88.1833441539715, 36.1502927539757], [-88.1616224768625, 36.1541302172762], [-88.1594632249948, 36.1795128346636], [-88.1382755877831, 36.2164689924989], [-88.1054604215119, 36.2328756133399], [-88.0920474832462, 36.248595672945], [-88.0861414774601, 36.2898053100374], [-88.0952965751745, 36.3193956140944], [-88.0916565365055, 36.3615360413584], [-87.991623981465, 36.3630382821699], [-88.0501498760037, 36.4399610577791], [-88.0528506390957, 36.4481587607616], [-88.0387354248655, 36.467945192107], [-88.0476161167853, 36.4821128815922], [-88.0427634042834, 36.4965703400273], [-88.4960256220043, 36.4982076026975], [-88.5126811438787, 36.4995467004194], [-88.8107185759901, 36.4990458143214], [-88.8263593294413, 36.4999080492987], [-88.8100169645169, 36.4716986356565], [-88.8128940765393, 36.4073151249639], [-88.8300072831168, 36.4114923214998], [-88.8879316347052, 36.3895815948825], [-88.9113392818211, 36.3937779262852], [-88.9226538709985, 36.4092540132774], [-88.9478240300885, 36.4071066152333], [-88.9565538195247, 36.226632422294], [-88.960155130688, 36.2016998490762], [-89.1562723446633, 36.2046961992788], [-89.1616593524646, 36.0200898382725], [-89.190643834439, 36.0247058616804], [-89.2009208028518, 36.0161115500781], [-89.1850819562303, 35.9947493388904], [-89.2050330433683, 35.9830080709696], [-89.2182319056435, 35.949012111899], [-89.2507335193728, 35.9141542854487], [-89.2649320936711, 35.9150889538741], [-89.28148807484, 35.8842705836951], [-89.3416851392333, 35.877561019606], [-89.3637727447529, 35.9093484982191], [-89.4125637168199, 35.949768600231], [-89.4779106782567, 35.9529770351747], [-89.4955272591057, 35.9289335481432], [-89.5375662775131, 35.9289298366541], [-89.5489343752722, 35.9357313355107], [-89.5744934975384, 35.9243752519328], [-89.6301590000632, 35.9256875984047], [-89.6454792006079, 35.9138737361357], [-89.6494160365095, 35.8943619363869], [-89.6647286073305, 35.8857218407663], [-89.7147635107817, 35.9115011809885], [-89.7380566602412, 35.9150869770193], [-89.7629902111739, 35.8968873309185], [-89.7663548523295, 35.8841769773396], [-89.757794357037, 35.8714934051126], [-89.7015183934478, 35.8421131136063], [-89.7009079957004, 35.8275908326828], [-89.7360192984694, 35.807113985821], [-89.7598771117723, 35.817497369678], [-89.7904643245356, 35.8056299093077], [-89.7999860359764, 35.7743003646228], [-89.8271246329774, 35.7583474945228], [-89.8599549641379, 35.7482691273072], [-89.9098681003284, 35.7549139790981], [-89.9511215579288, 35.7343453953471], [-89.9521210323203, 35.7125639320478], [-89.9298272228072, 35.6763442141411], [-89.8934872756056, 35.6560505384628], [-89.8652652485346, 35.6733842535304], [-89.8573304296374, 35.6711412777364], [-89.8492811882225, 35.6453010408611], [-89.8639224643906, 35.6298250835587], [-89.8775260946092, 35.6334146146124], [-89.9571336550073, 35.6031836149856], [-89.9581178655256, 35.5786747060615], [-89.9217474375778, 35.5461398658448], [-89.9312615752134, 35.5293135817598], [-89.9476347417721, 35.5269828473763], [-89.9623599133103, 35.5323728966608], [-89.9896739843436, 35.5617568588755], [-90.033140016861, 35.5524950078149], [-90.0409909024943, 35.5429279718505], [-90.0419064116663, 35.5125217072751], [-89.9996536673638, 35.4455370247156], [-90.0468735226389, 35.4171869306731], [-90.0603855998617, 35.4134944197412], [-90.0740273380246, 35.4265900144844], [-90.0749351519039, 35.472426386111], [-90.0823206223606, 35.4782894580097], [-90.1020508626893, 35.4736509299937], [-90.1373684773254, 35.4426077096675], [-90.286962690251, 35.4426117034974], [-90.5025993596564, 35.4427943756968], [-90.498729738218, 35.1464064032374], [-91.0397245521882, 35.1473826844603], [-91.0419218025007, 35.004781040091], [-91.1475003387615, 35.0069816992039], [-91.1460962969205, 34.9152626447522], [-91.1202929574882, 34.9147172646713], [-91.1194001966742, 34.8724930776098], [-91.0969767750553, 34.8718904725822]]]","[[-89.61726956711409, 35.4088793370957]]"
2001-12-12 23:00:00.0,2001-12-12 21:00:00.0,flash-flood,"[[[-91.93, 32.99], [-91.86, 32.7], [-90.92, 33.38], [-90.7, 33.73], [-90.74, 34.13], [-91.2, 33.84], [-91.85, 33.38], [-91.93, 32.99]]]","[[-91.39125000000001, 33.3925]]"
2001-12-12 22:15:00.0,2001-12-12 21:20:00.0,tornado,"[[[-91.14, 32.28], [-90.98, 32.19], [-91.07, 32.08], [-90.73, 32.24], [-90.7, 32.48], [-91.14, 32.28]]]","[[-90.96, 32.25833333333333]]"
2001-12-12 22:15:00.0,2001-12-12 21:30:00.0,tornado,"[[[-91.5, 32.02], [-91.39, 31.87], [-91.15, 32.02], [-91.18, 32.17], [-91.17, 32.24], [-91.5, 32.02]]]","[[-91.315, 32.056666666666665]]"
2001-12-12 23:00:00.0,2001-12-12 22:15:00.0,tornado,"[[[-91.2, 32.29], [-91.11, 32.13], [-90.71, 32.32], [-90.72, 32.53], [-91.2, 32.29]]]","[[-90.988, 32.312]]"
2001-12-12 23:00:00.0,2001-12-12 22:26:00.0,tornado,"[[[-90.56, 32.5], [-90.61, 32.39], [-90.5, 32.44], [-90.3, 32.47], [-90.45, 32.49], [-90.48, 32.55], [-90.56, 32.5]]]","[[-90.49428571428572, 32.47714285714286]]"
2001-12-12 23:45:00.0,2001-12-12 22:50:00.0,tornado,"[[[-90.48, 32.6], [-90.35, 32.47], [-89.95, 32.66], [-90.03, 32.87], [-90.48, 32.6]]]","[[-90.258, 32.64]]"
2001-12-13 06:00:00.0,2001-12-13 00:00:00.0,flash-flood,"[[[-88.44, 36.52], [-88.05, 36.57], [-88.06, 36.68], [-87.86, 36.65], [-87.44, 36.65], [-87.1, 36.69], [-87.1, 37.03], [-87.91, 36.95], [-88.16, 36.87], [-88.12, 36.76], [-88.26, 36.76], [-88.44, 36.52]]]","[[-87.91166666666668, 36.72083333333333]]"
2001-12-13 03:45:00.0,2001-12-13 02:55:00.0,severe-thunderstorm,"[[[-91.45, 33.36], [-91.43, 33.16], [-90.78, 33.52], [-91.09, 33.52], [-91.45, 33.36]]]","[[-91.24, 33.384]]"
2001-12-13 06:45:00.0,2001-12-13 03:44:00.0,flash-flood,"[[[-91.25, 33.24], [-91.06, 33.25], [-91.13, 33.28], [-91.12, 33.25], [-91.17, 33.39], [-91.14, 33.51], [-91.43, 33.22], [-91.29, 33.09], [-91.13, 33.19], [-91.25, 33.24]]]","[[-91.19699999999999, 33.266000000000005]]"
2001-12-13 06:15:00.0,2001-12-13 05:46:00.0,severe-thunderstorm,"[[[-90.5, 32.89], [-90.47, 32.73], [-90.15, 32.73], [-90.0, 32.88], [-90.17, 32.94], [-90.5, 32.89]]]","[[-90.29833333333333, 32.843333333333334]]"
2001-12-13 21:00:00.0,2001-12-13 06:57:00.0,flash-flood,"[[[-91.82, 32.92], [-91.7, 32.8], [-91.48, 33.04], [-90.79, 33.33], [-90.83, 33.58], [-90.66, 33.98], [-90.89, 34.1], [-91.67, 33.26], [-91.82, 32.92]]]","[[-91.29555555555554, 33.32555555555555]]"
2001-12-13 14:00:00.0,2001-12-13 13:03:00.0,severe-thunderstorm,"[[[-94.97, 29.97], [-94.76, 29.9], [-94.48, 30.11], [-94.71, 30.31], [-94.97, 29.97]]]","[[-94.77799999999999, 30.052]]"
2001-12-13 17:30:00.0,2001-12-13 13:38:00.0,flash-flood,"[[[-91.96, 32.81], [-91.67, 32.69], [-91.48, 33.32], [-91.91, 33.36], [-91.96, 32.81]]]","[[-91.79599999999999, 32.998000000000005]]"
2001-12-13 17:30:00.0,2001-12-13 13:59:00.0,flash-flood,"[[[-91.44, 33.09], [-91.21, 33.05], [-91.19, 33.36], [-91.42, 33.53], [-91.44, 33.09]]]","[[-91.34, 33.224000000000004]]"
2001-12-13 16:00:00.0,2001-12-13 15:13:00.0,severe-thunderstorm,"[[[-93.54, 31.14], [-93.86, 30.83], [-93.75, 30.68], [-93.56, 30.82], [-93.58, 30.88], [-93.53, 30.93], [-93.58, 31.01], [-93.52, 31.05], [-93.54, 31.14]]]","[[-93.60666666666665, 30.942222222222224]]"
2001-12-13 16:30:00.0,2001-12-13 15:30:00.0,severe-thunderstorm,"[[[-93.52, 31.06], [-93.53, 30.92], [-93.45, 30.91], [-93.08, 31.2], [-93.32, 31.32], [-93.52, 31.06]]]","[[-93.40333333333332, 31.078333333333333]]"
2001-12-13 16:15:00.0,2001-12-13 15:33:00.0,severe-thunderstorm,"[[[-95.69, 29.23], [-95.54, 29.12], [-95.16, 29.3], [-95.25, 29.55], [-95.36, 29.58], [-95.69, 29.23]]]","[[-95.44833333333334, 29.334999999999997]]"
2001-12-13 17:45:00.0,2001-12-13 16:40:00.0,special-marine,"[[[-95.15, 29.65], [-95.02, 29.48], [-94.68, 29.73], [-94.81, 29.97], [-95.15, 29.65]]]","[[-94.96200000000002, 29.695999999999998]]"
2001-12-13 18:00:00.0,2001-12-13 16:54:00.0,severe-thunderstorm,"[[[-94.81, 30.03], [-94.66, 29.9], [-94.11, 30.33], [-94.46, 30.52], [-94.81, 30.03]]]","[[-94.57, 30.162]]"
2001-12-13 18:00:00.0,2001-12-13 16:58:00.0,severe-thunderstorm,"[[[-94.1, 30.73], [-93.97, 30.5], [-93.58, 30.87], [-93.74, 31.14], [-94.1, 30.73]]]","[[-93.898, 30.794]]"
2001-12-13 17:30:00.0,2001-12-13 17:07:00.0,severe-thunderstorm,"[[[-94.91, 29.9], [-94.71, 29.81], [-94.47, 30.01], [-94.49, 30.11], [-94.62, 30.17], [-94.91, 29.9]]]","[[-94.685, 29.983333333333334]]"
