EXPIREDATE,ISSUEDATE,WARNINGTYPE,POLYGON,MEAN
2005-01-14 10:45:00.0,2005-01-14 10:18:00.0,tornado,"[[[-77.56, 37.93], [-77.57, 37.95], [-77.72, 37.9], [-77.78, 37.79], [-77.74, 37.72], [-77.69, 37.71], [-77.41, 37.79], [-77.43, 37.82], [-77.42, 37.82], [-77.44, 37.89], [-77.48, 37.88], [-77.56, 37.93]]]","[[-77.56666666666666, 37.844166666666666]]"
2005-01-14 11:00:00.0,2005-01-14 10:25:00.0,severe-thunderstorm,"[[[-78.51, 36.27], [-78.43, 36.19], [-78.42, 36.19], [-78.29, 36.35], [-78.3, 36.36], [-78.3, 36.43], [-78.32, 36.44], [-78.33, 36.54], [-78.45, 36.53], [-78.51, 36.48], [-78.51, 36.27]]]","[[-78.39727272727274, 36.368181818181824]]"
2005-01-14 11:00:00.0,2005-01-14 10:25:00.0,severe-thunderstorm,"[[[-74.27, 41.0], [-74.43, 40.6], [-74.21, 40.6], [-74.15, 40.74], [-74.14, 40.89], [-74.27, 41.0]]]","[[-74.24499999999999, 40.805]]"
2005-01-14 11:00:00.0,2005-01-14 10:25:00.0,severe-thunderstorm,"[[[-74.27, 41.0], [-74.43, 40.6], [-74.21, 40.6], [-74.15, 40.74], [-74.14, 40.89], [-74.27, 41.0]]]","[[-74.24499999999999, 40.805]]"
2005-01-14 11:00:00.0,2005-01-14 10:26:00.0,severe-thunderstorm,"[[[-78.94, 35.85], [-78.9, 35.59], [-78.68, 35.53], [-78.49, 35.69], [-78.37, 35.92], [-78.56, 36.01], [-78.94, 35.85]]]","[[-78.69714285714285, 35.777142857142856]]"
2005-01-14 11:00:00.0,2005-01-14 10:26:00.0,severe-thunderstorm,"[[[-78.94, 35.85], [-78.9, 35.59], [-78.68, 35.53], [-78.49, 35.69], [-78.37, 35.92], [-78.56, 36.01], [-78.94, 35.85]]]","[[-78.69714285714285, 35.777142857142856]]"
2005-01-14 11:00:00.0,2005-01-14 10:28:00.0,severe-thunderstorm,"[[[-74.75, 40.42], [-74.78, 40.42], [-74.82, 40.37], [-74.85, 40.37], [-74.85, 40.34], [-74.96, 40.34], [-75.13, 40.23], [-75.02, 40.14], [-74.95, 40.11], [-74.6, 40.31], [-74.65, 40.34], [-74.63, 40.38], [-74.73, 40.37], [-74.75, 40.42]]]","[[-74.8192857142857, 40.325714285714284]]"
2005-01-14 11:00:00.0,2005-01-14 10:28:00.0,severe-thunderstorm,"[[[-78.55, 36.57], [-78.4, 36.44], [-78.04, 36.76], [-78.3, 36.82], [-78.55, 36.57]]]","[[-78.36800000000001, 36.63199999999999]]"
2005-01-14 11:00:00.0,2005-01-14 10:28:00.0,severe-thunderstorm,"[[[-74.75, 40.42], [-74.78, 40.42], [-74.82, 40.37], [-74.85, 40.37], [-74.85, 40.34], [-74.96, 40.34], [-75.13, 40.23], [-75.02, 40.14], [-74.95, 40.11], [-74.6, 40.31], [-74.65, 40.34], [-74.63, 40.38], [-74.73, 40.37], [-74.75, 40.42]]]","[[-74.8192857142857, 40.325714285714284]]"
2005-01-14 10:50:00.0,2005-01-14 10:33:00.0,tornado,"[[[-78.82, 35.87], [-78.68, 35.79], [-78.48, 35.99], [-78.7, 36.06], [-78.74, 36.03], [-78.7, 36.02], [-78.7, 35.97], [-78.75, 35.91], [-78.77, 35.9], [-78.81, 35.91], [-78.82, 35.87]]]","[[-78.72454545454546, 35.93818181818181]]"
2005-01-14 10:50:00.0,2005-01-14 10:33:00.0,tornado,"[[[-78.82, 35.87], [-78.68, 35.79], [-78.48, 35.99], [-78.7, 36.06], [-78.74, 36.03], [-78.7, 36.02], [-78.7, 35.97], [-78.75, 35.91], [-78.77, 35.9], [-78.81, 35.91], [-78.82, 35.87]]]","[[-78.72454545454546, 35.93818181818181]]"
2005-01-14 11:30:00.0,2005-01-14 10:40:00.0,severe-thunderstorm,"[[[-74.21, 40.27], [-74.29, 40.36], [-74.42, 40.26], [-74.53, 40.22], [-74.57, 40.17], [-74.61, 40.17], [-74.6, 40.12], [-74.7, 40.17], [-74.75, 40.11], [-74.82, 40.11], [-74.88, 40.07], [-74.96, 40.05], [-74.99, 40.02], [-74.92, 39.94], [-74.21, 40.27]]]","[[-74.63066666666667, 40.153999999999996]]"
2005-01-14 11:15:00.0,2005-01-14 10:40:00.0,severe-thunderstorm,"[[[-74.0, 41.31], [-74.22, 41.14], [-74.24, 41.01], [-73.98, 40.83], [-73.9, 41.07], [-73.97, 41.26], [-74.0, 41.31]]]","[[-74.04428571428572, 41.13285714285714]]"
2005-01-14 11:15:00.0,2005-01-14 10:40:00.0,severe-thunderstorm,"[[[-74.0, 41.31], [-74.22, 41.14], [-74.24, 41.01], [-73.98, 40.83], [-73.9, 41.07], [-73.97, 41.26], [-74.0, 41.31]]]","[[-74.04428571428572, 41.13285714285714]]"
2005-01-14 11:30:00.0,2005-01-14 10:40:00.0,severe-thunderstorm,"[[[-74.21, 40.27], [-74.29, 40.36], [-74.42, 40.26], [-74.53, 40.22], [-74.57, 40.17], [-74.61, 40.17], [-74.6, 40.12], [-74.7, 40.17], [-74.75, 40.11], [-74.82, 40.11], [-74.88, 40.07], [-74.96, 40.05], [-74.99, 40.02], [-74.92, 39.94], [-74.21, 40.27]]]","[[-74.63066666666667, 40.153999999999996]]"
2005-01-14 11:30:00.0,2005-01-14 10:43:00.0,severe-thunderstorm,"[[[-77.32, 38.25], [-77.08, 38.15], [-77.0, 38.4], [-77.26, 38.34], [-77.32, 38.25]]]","[[-77.196, 38.278000000000006]]"
2005-01-14 11:30:00.0,2005-01-14 10:47:00.0,severe-thunderstorm,"[[[-78.53, 36.01], [-78.25, 35.88], [-77.92, 36.55], [-78.21, 36.54], [-78.23, 36.52], [-78.29, 36.45], [-78.28, 36.28], [-78.35, 36.21], [-78.38, 36.22], [-78.41, 36.16], [-78.49, 36.17], [-78.54, 36.07], [-78.53, 36.01]]]","[[-78.33923076923077, 36.23615384615384]]"
2005-01-14 11:30:00.0,2005-01-14 10:51:00.0,severe-thunderstorm,"[[[-73.82, 41.49], [-73.95, 41.31], [-73.91, 41.03], [-73.71, 40.98], [-73.75, 41.1], [-73.53, 41.21], [-73.56, 41.35], [-73.55, 41.51], [-73.82, 41.49]]]","[[-73.73333333333332, 41.27444444444445]]"
2005-01-14 11:30:00.0,2005-01-14 10:52:00.0,severe-thunderstorm,"[[[-74.28, 40.48], [-74.21, 40.59], [-74.29, 40.58], [-74.31, 40.59], [-74.38, 40.59], [-74.49, 40.56], [-74.51, 40.54], [-74.46, 40.48], [-74.58, 40.41], [-74.64, 40.34], [-74.53, 40.29], [-74.25, 40.44], [-74.24, 40.46], [-74.28, 40.48]]]","[[-74.38928571428572, 40.48785714285715]]"
2005-01-14 11:45:00.0,2005-01-14 10:55:00.0,severe-thunderstorm,"[[[-74.0, 40.84], [-74.22, 40.53], [-73.74, 40.65], [-73.78, 40.89], [-74.0, 40.84]]]","[[-73.94800000000001, 40.75000000000001]]"
2005-01-14 11:15:00.0,2005-01-14 11:00:00.0,tornado,"[[[-78.26, 36.38], [-78.1, 36.27], [-77.93, 36.42], [-77.92, 36.44], [-77.92, 36.5], [-77.91, 36.51], [-77.9, 36.55], [-78.09, 36.55], [-78.26, 36.38]]]","[[-78.03222222222223, 36.44444444444444]]"
2005-01-14 12:30:00.0,2005-01-14 11:29:00.0,special-marine,"[[[-82.55, 25.44], [-82.29, 25.05], [-81.81, 25.35], [-81.95, 25.56], [-82.55, 25.44]]]","[[-82.23, 25.368000000000002]]"
2005-01-14 15:45:00.0,2005-01-14 11:50:00.0,flash-flood,"[[[-77.52, 38.88], [-77.22, 38.64], [-76.94, 38.91], [-77.36, 39.02], [-77.52, 38.88]]]","[[-77.312, 38.866]]"
2005-01-14 13:00:00.0,2005-01-14 12:36:00.0,severe-thunderstorm,"[[[-76.25, 38.21], [-76.17, 38.04], [-75.91, 38.21], [-75.86, 38.34], [-76.25, 38.21]]]","[[-76.088, 38.202000000000005]]"
2005-01-14 17:00:00.0,2005-01-14 12:59:00.0,flash-flood,"[[[-74.68, 42.85], [-74.5, 42.8], [-74.47, 42.97], [-74.66, 42.98], [-74.68, 42.85]]]","[[-74.598, 42.89]]"
2005-01-14 14:15:00.0,2005-01-14 13:18:00.0,special-marine,"[[[-75.68, 37.83], [-75.88, 37.92], [-76.08, 37.89], [-76.31, 37.54], [-76.24, 37.39], [-76.3, 37.37], [-76.3, 37.01], [-76.18, 36.93], [-76.21, 36.9], [-76.14, 36.88], [-76.13, 36.93], [-76.07, 36.85], [-75.97, 37.1], [-75.98, 37.24], [-76.03, 37.27], [-75.89, 37.53], [-75.95, 37.51], [-75.94, 37.51], [-75.85, 37.56], [-75.9, 37.56], [-75.68, 37.83]]]","[[-76.03380952380954, 37.3595238095238]]"
2005-01-14 14:45:00.0,2005-01-14 13:45:00.0,special-marine,"[[[-75.0, 38.45], [-75.03, 38.46], [-75.21, 38.06], [-75.31, 37.93], [-75.49, 37.83], [-75.58, 37.69], [-75.59, 37.57], [-75.79, 37.29], [-75.82, 37.19], [-75.91, 37.11], [-75.96, 37.12], [-76.0, 36.93], [-75.88, 36.55], [-75.54, 36.56], [-75.64, 36.91], [-75.37, 37.3], [-75.27, 37.56], [-75.1, 37.65], [-74.87, 38.0], [-74.74, 38.3], [-75.0, 38.45]]]","[[-75.43333333333332, 37.567142857142855]]"
2005-01-14 15:00:00.0,2005-01-14 14:00:00.0,special-marine,"[[[-82.92, 23.61], [-82.19, 23.54], [-81.76, 23.56], [-81.78, 24.21], [-81.87, 24.96], [-82.24, 24.9], [-82.72, 24.95], [-83.12, 24.93], [-83.27, 24.67], [-83.3, 24.43], [-83.27, 23.97], [-83.2, 23.74], [-83.11, 23.66], [-82.92, 23.61]]]","[[-82.6907142857143, 24.195714285714292]]"
2005-01-14 14:45:00.0,2005-01-14 14:24:00.0,severe-thunderstorm,"[[[-76.73, 36.39], [-76.72, 36.17], [-76.41, 36.25], [-76.57, 36.47], [-76.73, 36.39]]]","[[-76.63199999999999, 36.334]]"
2005-01-14 15:15:00.0,2005-01-14 14:36:00.0,severe-thunderstorm,"[[[-77.66, 34.93], [-77.67, 34.69], [-77.67, 34.69], [-77.23, 34.87], [-77.17, 34.83], [-77.17, 34.78], [-77.05, 34.82], [-77.05, 34.82], [-77.11, 34.84], [-77.11, 35.06], [-77.18, 35.05], [-77.2, 35.09], [-77.52, 35.23], [-77.51, 35.15], [-77.72, 35.0], [-77.63, 34.98], [-77.66, 34.93]]]","[[-77.37117647058824, 34.927058823529414]]"
2005-01-14 15:15:00.0,2005-01-14 14:46:00.0,severe-thunderstorm,"[[[-76.52, 36.47], [-76.38, 36.32], [-75.74, 36.69], [-75.91, 36.87], [-76.52, 36.47]]]","[[-76.21399999999998, 36.564]]"
2005-01-14 15:30:00.0,2005-01-14 14:52:00.0,tornado,"[[[-76.83, 35.69], [-76.82, 35.69], [-76.82, 35.7], [-76.84, 35.7], [-76.98, 35.64], [-77.12, 35.72], [-77.32, 35.54], [-77.21, 35.44], [-77.16, 35.42], [-76.83, 35.69]]]","[[-76.99300000000001, 35.623000000000005]]"
2005-01-14 15:30:00.0,2005-01-14 14:52:00.0,tornado,"[[[-76.83, 35.69], [-76.82, 35.69], [-76.82, 35.7], [-76.84, 35.7], [-76.98, 35.64], [-77.12, 35.72], [-77.32, 35.54], [-77.21, 35.44], [-77.16, 35.42], [-76.83, 35.69]]]","[[-76.99300000000001, 35.623000000000005]]"
2005-01-14 16:30:00.0,2005-01-14 14:58:00.0,special-marine,"[[[-80.67, 28.74], [-81.01, 27.78], [-80.22, 27.9], [-80.25, 28.75], [-80.67, 28.74]]]","[[-80.564, 28.381999999999998]]"
2005-01-14 15:30:00.0,2005-01-14 14:59:00.0,severe-thunderstorm,"[[[-76.98, 35.15], [-76.9, 35.25], [-77.18, 35.4], [-77.33, 35.15], [-77.2, 35.1], [-77.18, 35.07], [-77.12, 35.08], [-77.11, 35.07], [-77.09, 35.08], [-76.95, 35.08], [-76.98, 35.15]]]","[[-77.09272727272729, 35.143636363636354]]"
2005-01-14 16:00:00.0,2005-01-14 15:00:00.0,special-marine,"[[[-83.08, 24.66], [-82.92, 24.57], [-82.61, 24.85], [-82.82, 24.94], [-83.08, 24.66]]]","[[-82.902, 24.736]]"
2005-01-14 16:00:00.0,2005-01-14 15:05:00.0,special-marine,"[[[-76.12, 36.79], [-76.2, 36.46], [-76.44, 36.14], [-75.42, 36.83], [-75.18, 37.14], [-75.09, 37.47], [-76.12, 36.79]]]","[[-75.7957142857143, 36.80285714285714]]"
2005-01-14 17:00:00.0,2005-01-14 15:53:00.0,special-marine,"[[[-81.11, 27.33], [-81.03, 26.56], [-80.45, 26.61], [-80.56, 27.41], [-81.11, 27.33]]]","[[-80.852, 27.048000000000002]]"
2005-01-14 17:00:00.0,2005-01-14 16:00:00.0,special-marine,"[[[-82.74, 24.62], [-82.61, 24.48], [-82.24, 24.75], [-82.4, 24.92], [-82.74, 24.62]]]","[[-82.546, 24.678]]"
2005-01-14 17:00:00.0,2005-01-14 16:30:00.0,special-marine,"[[[-82.26, 25.54], [-82.38, 24.97], [-81.91, 24.97], [-81.78, 25.55], [-82.26, 25.54]]]","[[-82.118, 25.314]]"
2005-01-14 18:00:00.0,2005-01-14 16:31:00.0,special-marine,"[[[-80.48, 27.96], [-80.4, 27.2], [-79.82, 27.2], [-80.1, 27.92], [-80.48, 27.96]]]","[[-80.256, 27.648000000000003]]"
2005-01-14 21:00:00.0,2005-01-14 18:05:00.0,flash-flood,"[[[-74.79, 42.84], [-74.44, 42.78], [-74.44, 42.96], [-74.72, 43.0], [-74.79, 42.84]]]","[[-74.636, 42.884]]"
2005-01-14 20:30:00.0,2005-01-14 19:43:00.0,special-marine,"[[[-80.06, 26.82], [-80.07, 26.33], [-79.76, 26.38], [-79.74, 26.96], [-80.06, 26.82]]]","[[-79.938, 26.662]]"
2005-01-14 20:30:00.0,2005-01-14 19:43:00.0,special-marine,"[[[-80.06, 26.82], [-80.07, 26.33], [-79.76, 26.38], [-79.74, 26.96], [-80.06, 26.82]]]","[[-79.938, 26.662]]"
2005-01-14 21:15:00.0,2005-01-14 20:11:00.0,special-marine,"[[[-80.1, 26.28], [-80.23, 25.78], [-79.88, 25.53], [-79.81, 26.21], [-80.1, 26.28]]]","[[-80.024, 26.016000000000002]]"
2005-01-14 21:15:00.0,2005-01-14 20:11:00.0,special-marine,"[[[-80.1, 26.28], [-80.23, 25.78], [-79.88, 25.53], [-79.81, 26.21], [-80.1, 26.28]]]","[[-80.024, 26.016000000000002]]"
2005-01-14 21:15:00.0,2005-01-14 20:24:00.0,special-marine,"[[[-79.86, 26.96], [-79.88, 26.61], [-79.96, 26.32], [-79.4, 26.23], [-79.27, 26.59], [-79.31, 26.95], [-79.86, 26.96]]]","[[-79.64857142857143, 26.66]]"
2005-01-15 18:00:00.0,2005-01-15 05:00:00.0,special-marine,"[[[-82.38, 24.55], [-81.62, 24.43], [-81.6, 24.98], [-82.25, 25.29], [-82.38, 24.55]]]","[[-82.046, 24.759999999999998]]"
2005-01-15 22:30:00.0,2005-01-15 18:30:00.0,flash-flood,"[[[-87.51, 39.41], [-87.42, 39.41], [-87.41, 39.48], [-87.48, 39.49], [-87.51, 39.41]]]","[[-87.46600000000001, 39.44]]"
2005-01-18 10:45:00.0,2005-01-18 04:49:00.0,flash-flood,"[[[-87.68, 39.14], [-87.67, 39.13], [-87.67, 39.11], [-87.63, 39.08], [-87.61, 39.08], [-87.64, 39.16], [-87.68, 39.14]]]","[[-87.65428571428573, 39.120000000000005]]"
2005-01-18 11:30:00.0,2005-01-18 05:28:00.0,flash-flood,"[[[-87.64, 39.3], [-87.62, 39.26], [-87.59, 39.26], [-87.53, 39.33], [-87.48, 39.34], [-87.42, 39.39], [-87.43, 39.4], [-87.48, 39.43], [-87.51, 39.4], [-87.55, 39.36], [-87.61, 39.35], [-87.64, 39.3]]]","[[-87.54166666666667, 39.343333333333334]]"
2005-01-28 08:45:00.0,2005-01-28 05:45:00.0,special-marine,"[[[-98.46, 28.11], [-98.47, 27.59], [-98.62, 27.09], [-96.07, 27.04], [-95.91, 27.54], [-95.88, 28.06], [-98.46, 28.11]]]","[[-97.41, 27.648571428571433]]"
2005-01-28 06:15:00.0,2005-01-28 06:02:00.0,severe-thunderstorm,"[[[-98.23, 28.04], [-98.23, 27.3], [-98.07, 27.3], [-98.07, 27.63], [-97.95, 27.64], [-97.94, 27.89], [-97.82, 28.0], [-97.8, 27.98], [-97.8, 27.93], [-97.8, 27.93], [-97.79, 28.04], [-98.23, 28.04]]]","[[-97.97749999999998, 27.810000000000002]]"
2005-01-28 07:00:00.0,2005-01-28 06:08:00.0,severe-thunderstorm,"[[[-98.74, 26.65], [-98.72, 26.43], [-98.31, 26.29], [-98.05, 26.65], [-98.74, 26.65]]]","[[-98.512, 26.534000000000002]]"
2005-01-28 07:15:00.0,2005-01-28 06:46:00.0,severe-thunderstorm,"[[[-98.15, 26.5], [-98.28, 26.32], [-97.87, 26.2], [-97.88, 26.45], [-98.15, 26.5]]]","[[-98.066, 26.394]]"
2005-01-28 07:15:00.0,2005-01-28 06:46:00.0,severe-thunderstorm,"[[[-98.15, 26.5], [-98.28, 26.32], [-97.87, 26.2], [-97.88, 26.45], [-98.15, 26.5]]]","[[-98.066, 26.394]]"
2005-01-28 09:00:00.0,2005-01-28 07:01:00.0,special-marine,"[[[-97.58, 27.24], [-97.46, 26.2], [-96.21, 26.19], [-96.37, 27.11], [-97.58, 27.24]]]","[[-97.03999999999999, 26.796]]"
2005-01-28 10:15:00.0,2005-01-28 08:17:00.0,special-marine,"[[[-96.37, 28.38], [-95.56, 27.68], [-94.73, 28.11], [-94.45, 28.34], [-94.31, 28.64], [-95.58, 28.65], [-96.22, 28.49], [-96.37, 28.38]]]","[[-95.44875, 28.333750000000002]]"
2005-01-28 09:45:00.0,2005-01-28 08:46:00.0,special-marine,"[[[-95.71, 27.62], [-95.57, 27.68], [-96.11, 28.16], [-96.22, 28.05], [-96.49, 27.9], [-96.69, 27.75], [-96.86, 27.53], [-97.03, 27.22], [-96.34, 27.1], [-96.16, 27.33], [-95.92, 27.45], [-95.71, 27.62]]]","[[-96.23416666666667, 27.617499999999996]]"
2005-01-28 11:45:00.0,2005-01-28 10:21:00.0,special-marine,"[[[-94.17, 28.51], [-94.05, 28.61], [-94.23, 29.12], [-94.31, 29.16], [-95.09, 28.63], [-94.8, 28.07], [-94.49, 28.31], [-94.17, 28.51]]]","[[-94.41375, 28.615]]"
2005-01-28 11:45:00.0,2005-01-28 10:21:00.0,special-marine,"[[[-94.17, 28.51], [-94.05, 28.61], [-94.23, 29.12], [-94.31, 29.16], [-95.09, 28.63], [-94.8, 28.07], [-94.49, 28.31], [-94.17, 28.51]]]","[[-94.41375, 28.615]]"
2005-01-29 04:15:00.0,2005-01-29 02:44:00.0,special-marine,"[[[-89.46, 29.93], [-89.34, 29.79], [-88.6, 30.18], [-88.81, 30.44], [-89.46, 29.93]]]","[[-89.13399999999999, 30.054000000000002]]"
2005-01-29 10:45:00.0,2005-01-29 09:12:00.0,flash-flood,"[[[-117.46, 34.22], [-117.44, 34.07], [-116.96, 34.1], [-117.01, 34.28], [-117.46, 34.22]]]","[[-117.26599999999999, 34.178]]"
2005-01-29 15:15:00.0,2005-01-29 14:45:00.0,special-marine,"[[[-87.68, 30.16], [-87.71, 30.26], [-87.79, 30.23], [-87.88, 30.23], [-87.9, 30.24], [-88.04, 30.23], [-88.1, 30.24], [-88.17, 30.22], [-88.11, 30.05], [-87.68, 30.16]]]","[[-87.90599999999999, 30.202000000000005]]"
2005-01-29 15:45:00.0,2005-01-29 15:13:00.0,tornado,"[[[-88.03, 30.25], [-87.92, 30.1], [-87.51, 30.31], [-87.65, 30.5], [-88.03, 30.25]]]","[[-87.828, 30.282]]"
2005-01-29 16:45:00.0,2005-01-29 15:19:00.0,special-marine,"[[[-86.86, 30.45], [-87.01, 30.53], [-87.37, 30.43], [-87.37, 30.43], [-87.27, 30.43], [-87.24, 30.41], [-87.42, 30.31], [-87.43, 30.31], [-87.39, 30.42], [-87.53, 30.33], [-87.6, 30.37], [-87.58, 30.29], [-87.65, 30.26], [-87.97, 30.23], [-87.95, 30.12], [-86.66, 30.3], [-86.64, 30.43], [-86.98, 30.4], [-86.99, 30.42], [-86.86, 30.45]]]","[[-87.28850000000001, 30.366000000000003]]"
2005-01-30 06:15:00.0,2005-01-29 16:52:00.0,special-marine,"[[[-88.24, 30.03], [-87.51, 29.55], [-86.7, 29.84], [-86.69, 30.39], [-87.83, 30.21], [-88.24, 30.03]]]","[[-87.53499999999998, 30.008333333333336]]"
2005-01-30 06:15:00.0,2005-01-29 16:52:00.0,special-marine,"[[[-88.24, 30.03], [-87.51, 29.55], [-86.7, 29.84], [-86.69, 30.39], [-87.83, 30.21], [-88.24, 30.03]]]","[[-87.53499999999998, 30.008333333333336]]"
2005-01-29 17:45:00.0,2005-01-29 17:26:00.0,severe-thunderstorm,"[[[-86.21, 31.55], [-86.14, 31.44], [-85.8, 31.62], [-86.1, 31.63], [-86.21, 31.55]]]","[[-86.092, 31.558]]"
2005-01-29 20:45:00.0,2005-01-29 20:15:00.0,severe-thunderstorm,"[[[-112.46, 33.5], [-112.63, 33.24], [-112.29, 33.26], [-112.21, 33.51], [-112.46, 33.5]]]","[[-112.41, 33.402]]"
2005-01-29 22:15:00.0,2005-01-29 20:15:00.0,special-marine,"[[[-86.45, 29.9], [-86.44, 30.36], [-86.62, 30.36], [-86.62, 29.7], [-86.46, 29.7], [-86.46, 29.89], [-86.45, 29.9]]]","[[-86.5, 29.972857142857148]]"
2005-01-29 20:45:00.0,2005-01-29 20:15:00.0,severe-thunderstorm,"[[[-112.46, 33.5], [-112.63, 33.24], [-112.29, 33.26], [-112.21, 33.51], [-112.46, 33.5]]]","[[-112.41, 33.402]]"
2005-01-29 21:30:00.0,2005-01-29 20:48:00.0,tornado,"[[[-112.44, 33.86], [-112.65, 33.77], [-112.47, 33.55], [-112.25, 33.71], [-112.44, 33.86]]]","[[-112.45, 33.75]]"
2005-01-29 21:30:00.0,2005-01-29 20:48:00.0,tornado,"[[[-112.44, 33.86], [-112.65, 33.77], [-112.47, 33.55], [-112.25, 33.71], [-112.44, 33.86]]]","[[-112.45, 33.75]]"
2005-01-29 23:00:00.0,2005-01-29 22:26:00.0,severe-thunderstorm,"[[[-111.62, 33.57], [-111.68, 33.41], [-111.63, 33.33], [-111.51, 33.33], [-111.4, 33.46], [-111.62, 33.57]]]","[[-111.57666666666667, 33.445]]"
2005-01-29 23:00:00.0,2005-01-29 22:26:00.0,severe-thunderstorm,"[[[-111.62, 33.57], [-111.68, 33.41], [-111.63, 33.33], [-111.51, 33.33], [-111.4, 33.46], [-111.62, 33.57]]]","[[-111.57666666666667, 33.445]]"
2005-01-30 20:15:00.0,2005-01-30 06:15:00.0,special-marine,"[[[-87.66, 30.12], [-87.69, 29.94], [-86.95, 29.71], [-86.98, 30.2], [-87.66, 30.12]]]","[[-87.388, 30.018]]"
2005-01-31 00:15:00.0,2005-01-30 23:30:00.0,severe-thunderstorm,"[[[-103.01, 34.14], [-103.01, 33.91], [-102.61, 33.88], [-102.62, 34.18], [-103.01, 34.14]]]","[[-102.852, 34.05]]"
2005-01-31 01:15:00.0,2005-01-31 00:08:00.0,severe-thunderstorm,"[[[-102.59, 34.11], [-102.59, 33.9], [-102.29, 33.86], [-102.25, 34.11], [-102.59, 34.11]]]","[[-102.46200000000002, 34.017999999999994]]"
2005-01-31 01:15:00.0,2005-01-31 00:11:00.0,severe-thunderstorm,"[[[-103.0, 34.18], [-103.0, 33.85], [-102.61, 33.84], [-102.64, 34.18], [-103.0, 34.18]]]","[[-102.85, 34.04600000000001]]"
2006-01-01 05:15:00.0,2006-01-01 04:31:00.0,severe-thunderstorm,"[[[-113.13, 37.51], [-113.43, 37.01], [-112.48, 37.02], [-112.37, 37.51], [-113.13, 37.51]]]","[[-112.90799999999999, 37.312]]"
2006-01-01 21:45:00.0,2006-01-01 08:13:00.0,flash-flood,"[[[-119.29, 34.32], [-119.29, 34.29], [-119.28, 34.27], [-119.24, 34.29], [-119.22, 34.32], [-119.25, 34.34], [-119.29, 34.32]]]","[[-119.26571428571428, 34.30714285714286]]"
2006-01-01 08:45:00.0,2006-01-01 08:29:00.0,tornado,"[[[-121.8, 40.27], [-121.8, 40.09], [-121.5, 40.12], [-121.47, 40.29], [-121.8, 40.27]]]","[[-121.674, 40.208000000000006]]"
2006-01-01 14:00:00.0,2006-01-01 13:30:00.0,special-marine,"[[[-125.75, 41.1], [-125.52, 40.77], [-124.24, 41.77], [-125.57, 41.78], [-125.75, 41.1]]]","[[-125.36599999999999, 41.304]]"
2006-01-01 14:45:00.0,2006-01-01 13:52:00.0,special-marine,"[[[-125.75, 41.1], [-125.52, 40.77], [-124.24, 41.77], [-125.57, 41.78], [-125.75, 41.1]]]","[[-125.36599999999999, 41.304]]"
2006-01-01 21:00:00.0,2006-01-01 20:23:00.0,severe-thunderstorm,"[[[-87.75, 31.15], [-87.62, 31.0], [-87.26, 31.18], [-87.46, 31.4], [-87.75, 31.15]]]","[[-87.568, 31.176]]"
2006-01-01 22:00:00.0,2006-01-01 20:54:00.0,special-marine,"[[[-89.17, 29.57], [-89.0, 29.46], [-88.52, 29.91], [-88.77, 30.08], [-89.17, 29.57]]]","[[-88.926, 29.718]]"
2006-01-01 22:00:00.0,2006-01-01 20:54:00.0,special-marine,"[[[-89.17, 29.57], [-89.0, 29.46], [-88.52, 29.91], [-88.77, 30.08], [-89.17, 29.57]]]","[[-88.926, 29.718]]"
2006-01-01 21:45:00.0,2006-01-01 20:59:00.0,severe-thunderstorm,"[[[-87.46, 31.27], [-87.34, 31.13], [-86.9, 31.34], [-87.1, 31.54], [-87.46, 31.27]]]","[[-87.25200000000001, 31.310000000000002]]"
2006-01-01 21:45:00.0,2006-01-01 21:10:00.0,severe-thunderstorm,"[[[-88.32, 30.43], [-88.15, 30.33], [-87.89, 30.65], [-88.15, 30.79], [-88.32, 30.43]]]","[[-88.166, 30.526]]"
2006-01-01 21:45:00.0,2006-01-01 21:10:00.0,severe-thunderstorm,"[[[-88.32, 30.43], [-88.15, 30.33], [-87.89, 30.65], [-88.15, 30.79], [-88.32, 30.43]]]","[[-88.166, 30.526]]"
2006-01-01 22:15:00.0,2006-01-01 21:42:00.0,severe-thunderstorm,"[[[-87.02, 31.39], [-86.91, 31.23], [-86.57, 31.35], [-86.73, 31.57], [-87.02, 31.39]]]","[[-86.85, 31.386000000000003]]"
2006-01-01 22:15:00.0,2006-01-01 21:42:00.0,severe-thunderstorm,"[[[-87.02, 31.39], [-86.91, 31.23], [-86.57, 31.35], [-86.73, 31.57], [-87.02, 31.39]]]","[[-86.85, 31.386000000000003]]"
2006-01-01 22:30:00.0,2006-01-01 21:55:00.0,severe-thunderstorm,"[[[-88.02, 30.71], [-87.85, 30.54], [-87.55, 30.72], [-87.77, 30.92], [-88.02, 30.71]]]","[[-87.842, 30.72]]"
2006-01-01 22:30:00.0,2006-01-01 21:55:00.0,severe-thunderstorm,"[[[-88.02, 30.71], [-87.85, 30.54], [-87.55, 30.72], [-87.77, 30.92], [-88.02, 30.71]]]","[[-87.842, 30.72]]"
2006-01-01 22:30:00.0,2006-01-01 21:58:00.0,severe-thunderstorm,"[[[-88.07, 30.86], [-87.91, 30.73], [-87.48, 31.05], [-87.71, 31.22], [-88.07, 30.86]]]","[[-87.84799999999998, 30.944]]"
