EXPIREDATE,ISSUEDATE,WARNINGTYPE,POLYGON,MEAN
2007-02-28 21:00:00.0,2007-02-28 19:58:00.0,special-marine,"[[[-79.91, 26.07], [-80.14, 25.86], [-79.77, 25.34], [-79.4, 25.64], [-79.91, 26.07]]]","[[-79.826, 25.796]]"
2007-02-28 20:30:00.0,2007-02-28 20:07:00.0,special-marine,"[[[-80.37, 25.56], [-80.29, 25.31], [-80.2, 25.5], [-80.16, 25.69], [-80.37, 25.56]]]","[[-80.27799999999999, 25.524]]"
2007-02-28 21:15:00.0,2007-02-28 20:26:00.0,special-marine,"[[[-80.27, 25.76], [-80.35, 25.45], [-80.12, 25.44], [-80.01, 25.76], [-80.27, 25.76]]]","[[-80.204, 25.634000000000004]]"
2007-02-28 21:15:00.0,2007-02-28 20:26:00.0,special-marine,"[[[-80.27, 25.76], [-80.35, 25.45], [-80.12, 25.44], [-80.01, 25.76], [-80.27, 25.76]]]","[[-80.204, 25.634000000000004]]"
2007-02-28 22:00:00.0,2007-02-28 21:28:00.0,special-marine,"[[[-80.16, 25.57], [-80.07, 25.56], [-79.98, 25.74], [-80.13, 25.76], [-80.15, 25.71], [-80.16, 25.57]]]","[[-80.10833333333333, 25.651666666666667]]"
2007-03-01 00:15:00.0,2007-02-28 23:15:00.0,severe-thunderstorm,"[[[-96.52, 37.6], [-95.81, 37.59], [-95.64, 38.0], [-96.35, 38.17], [-96.52, 37.6]]]","[[-96.16799999999998, 37.792]]"
2007-03-01 00:15:00.0,2007-02-28 23:15:00.0,severe-thunderstorm,"[[[-96.52, 37.6], [-95.81, 37.59], [-95.64, 38.0], [-96.35, 38.17], [-96.52, 37.6]]]","[[-96.16799999999998, 37.792]]"
2007-03-01 00:45:00.0,2007-02-28 23:54:00.0,severe-thunderstorm,"[[[-95.95, 38.04], [-95.52, 38.04], [-95.5, 38.32], [-95.95, 38.32], [-95.95, 38.04]]]","[[-95.774, 38.152]]"
2008-02-01 01:00:00.0,2008-02-01 00:09:00.0,severe-thunderstorm,"[[[-88.42, 31.0], [-88.82, 31.0], [-88.83, 30.94], [-88.75, 30.8], [-88.77, 30.73], [-88.42, 30.74], [-88.42, 31.0]]]","[[-88.63285714285713, 30.88714285714286]]"
2008-02-01 01:00:00.0,2008-02-01 00:25:00.0,severe-thunderstorm,"[[[-86.95, 31.75], [-87.6, 31.53], [-87.6, 31.5], [-87.56, 31.49], [-87.56, 31.45], [-87.6, 31.43], [-87.59, 31.34], [-87.11, 31.31], [-86.95, 31.75]]]","[[-87.39111111111112, 31.505555555555556]]"
2008-02-01 02:00:00.0,2008-02-01 00:26:00.0,special-marine,"[[[-88.72, 30.37], [-88.83, 30.46], [-89.21, 30.35], [-89.36, 30.39], [-89.7, 29.89], [-89.52, 30.01], [-89.49, 30.01], [-89.46, 29.86], [-89.55, 29.78], [-89.64, 29.82], [-89.69, 29.66], [-89.79, 29.64], [-89.54, 29.38], [-89.16, 29.27], [-89.15, 29.08], [-89.25, 29.14], [-89.38, 28.98], [-89.19, 28.66], [-88.11, 29.48], [-88.38, 30.36], [-88.72, 30.37]]]","[[-89.23047619047618, 29.76]]"
2008-02-01 02:00:00.0,2008-02-01 00:26:00.0,special-marine,"[[[-88.72, 30.37], [-88.83, 30.46], [-89.21, 30.35], [-89.36, 30.39], [-89.7, 29.89], [-89.52, 30.01], [-89.49, 30.01], [-89.46, 29.86], [-89.55, 29.78], [-89.64, 29.82], [-89.69, 29.66], [-89.79, 29.64], [-89.54, 29.38], [-89.16, 29.27], [-89.15, 29.08], [-89.25, 29.14], [-89.38, 28.98], [-89.19, 28.66], [-88.11, 29.48], [-88.38, 30.36], [-88.72, 30.37]]]","[[-89.23047619047618, 29.76]]"
2008-02-01 01:45:00.0,2008-02-01 00:44:00.0,severe-thunderstorm,"[[[-87.26, 32.16], [-87.28, 31.44], [-87.59, 31.0], [-86.19, 30.99], [-86.19, 31.54], [-86.14, 31.55], [-86.14, 31.61], [-86.18, 31.63], [-86.14, 31.75], [-86.2, 31.8], [-86.18, 31.96], [-86.39, 32.07], [-86.45, 31.98], [-86.84, 31.98], [-86.87, 32.07], [-87.15, 32.06], [-87.26, 32.16]]]","[[-86.61470588235295, 31.75]]"
2008-02-01 01:15:00.0,2008-02-01 00:52:00.0,special-marine,"[[[-87.88, 30.42], [-87.92, 30.46], [-88.08, 30.33], [-87.98, 30.23], [-87.94, 30.25], [-87.88, 30.23], [-87.75, 30.33], [-87.81, 30.37], [-87.8, 30.42], [-87.82, 30.43], [-87.88, 30.42]]]","[[-87.88545454545454, 30.35363636363637]]"
2008-02-01 03:15:00.0,2008-02-01 01:09:00.0,special-marine,"[[[-86.45, 30.4], [-88.31, 30.18], [-87.99, 29.25], [-86.5, 29.44], [-86.45, 30.4]]]","[[-87.14, 29.933999999999997]]"
2008-02-01 03:15:00.0,2008-02-01 01:09:00.0,special-marine,"[[[-86.45, 30.4], [-88.31, 30.18], [-87.99, 29.25], [-86.5, 29.44], [-86.45, 30.4]]]","[[-87.14, 29.933999999999997]]"
2008-02-01 02:30:00.0,2008-02-01 01:31:00.0,special-marine,"[[[-87.9, 30.44], [-87.9, 30.82], [-87.95, 30.82], [-87.97, 30.78], [-88.02, 30.81], [-88.14, 30.32], [-88.03, 30.23], [-87.76, 30.28], [-87.76, 30.33], [-87.81, 30.37], [-87.8, 30.42], [-87.9, 30.44]]]","[[-87.91166666666668, 30.505]]"
2008-02-01 02:30:00.0,2008-02-01 01:31:00.0,special-marine,"[[[-87.9, 30.44], [-87.9, 30.82], [-87.95, 30.82], [-87.97, 30.78], [-88.02, 30.81], [-88.14, 30.32], [-88.03, 30.23], [-87.76, 30.28], [-87.76, 30.33], [-87.81, 30.37], [-87.8, 30.42], [-87.9, 30.44]]]","[[-87.91166666666668, 30.505]]"
2008-02-01 02:30:00.0,2008-02-01 01:39:00.0,severe-thunderstorm,"[[[-85.91, 31.63], [-85.92, 31.65], [-86.14, 31.64], [-86.16, 31.62], [-86.16, 31.55], [-86.21, 31.53], [-86.18, 31.27], [-85.8, 31.32], [-85.79, 31.63], [-85.91, 31.63]]]","[[-86.018, 31.547000000000004]]"
2008-02-01 02:30:00.0,2008-02-01 01:39:00.0,severe-thunderstorm,"[[[-85.91, 31.63], [-85.92, 31.65], [-86.14, 31.64], [-86.16, 31.62], [-86.16, 31.55], [-86.21, 31.53], [-86.18, 31.27], [-85.8, 31.32], [-85.79, 31.63], [-85.91, 31.63]]]","[[-86.018, 31.547000000000004]]"
2008-02-01 02:30:00.0,2008-02-01 01:45:00.0,severe-thunderstorm,"[[[-86.28, 31.99], [-86.31, 32.06], [-86.39, 32.06], [-86.46, 31.97], [-86.45, 31.67], [-86.51, 31.66], [-86.54, 31.27], [-86.2, 31.24], [-86.17, 31.52], [-86.12, 31.55], [-86.15, 31.64], [-86.12, 31.75], [-86.18, 31.81], [-86.16, 31.96], [-86.19, 31.99], [-86.28, 31.99]]]","[[-86.281875, 31.758125]]"
2008-02-01 02:30:00.0,2008-02-01 01:45:00.0,severe-thunderstorm,"[[[-86.28, 31.99], [-86.31, 32.06], [-86.39, 32.06], [-86.46, 31.97], [-86.45, 31.67], [-86.51, 31.66], [-86.54, 31.27], [-86.2, 31.24], [-86.17, 31.52], [-86.12, 31.55], [-86.15, 31.64], [-86.12, 31.75], [-86.18, 31.81], [-86.16, 31.96], [-86.19, 31.99], [-86.28, 31.99]]]","[[-86.281875, 31.758125]]"
2008-02-01 02:30:00.0,2008-02-01 01:49:00.0,severe-thunderstorm,"[[[-86.15, 31.78], [-86.16, 31.62], [-85.74, 31.62], [-85.71, 31.71], [-85.68, 31.76], [-85.67, 31.88], [-85.79, 31.89], [-85.79, 31.97], [-86.19, 31.97], [-86.18, 31.79], [-86.15, 31.78]]]","[[-85.92818181818181, 31.797272727272727]]"
2008-02-01 02:30:00.0,2008-02-01 01:49:00.0,severe-thunderstorm,"[[[-86.15, 31.78], [-86.16, 31.62], [-85.74, 31.62], [-85.71, 31.71], [-85.68, 31.76], [-85.67, 31.88], [-85.79, 31.89], [-85.79, 31.97], [-86.19, 31.97], [-86.18, 31.79], [-86.15, 31.78]]]","[[-85.92818181818181, 31.797272727272727]]"
2008-02-01 02:30:00.0,2008-02-01 01:58:00.0,special-marine,"[[[-88.32, 29.92], [-88.42, 30.36], [-88.43, 30.37], [-88.46, 30.35], [-88.48, 30.36], [-88.9, 30.36], [-88.68, 29.85], [-88.32, 29.92]]]","[[-88.50125, 30.18625]]"
2008-02-01 02:30:00.0,2008-02-01 01:58:00.0,special-marine,"[[[-88.32, 29.92], [-88.42, 30.36], [-88.43, 30.37], [-88.46, 30.35], [-88.48, 30.36], [-88.9, 30.36], [-88.68, 29.85], [-88.32, 29.92]]]","[[-88.50125, 30.18625]]"
2008-02-01 04:15:00.0,2008-02-01 02:08:00.0,flash-flood,"[[[-86.94, 31.26], [-87.81, 31.22], [-88.43, 31.0], [-88.83, 30.99], [-88.86, 30.77], [-88.43, 30.73], [-88.39, 30.36], [-88.33, 30.38], [-88.28, 30.33], [-88.13, 30.28], [-87.99, 30.73], [-87.89, 30.55], [-87.51, 30.83], [-87.02, 31.05], [-86.94, 31.26]]]","[[-87.98533333333333, 30.782666666666664]]"
2008-02-01 03:15:00.0,2008-02-01 02:26:00.0,severe-thunderstorm,"[[[-86.68, 31.42], [-87.15, 30.72], [-86.88, 30.56], [-86.29, 31.23], [-86.68, 31.42]]]","[[-86.73600000000002, 31.070000000000004]]"
2008-02-01 03:15:00.0,2008-02-01 02:26:00.0,severe-thunderstorm,"[[[-86.68, 31.42], [-87.15, 30.72], [-86.88, 30.56], [-86.29, 31.23], [-86.68, 31.42]]]","[[-86.73600000000002, 31.070000000000004]]"
2008-02-01 03:00:00.0,2008-02-01 02:33:00.0,special-marine,"[[[-87.73, 30.3], [-87.92, 30.44], [-88.14, 30.32], [-88.03, 30.24], [-87.95, 30.24], [-87.94, 30.25], [-87.84, 30.24], [-87.73, 30.3]]]","[[-87.91000000000001, 30.29125]]"
2008-02-01 03:00:00.0,2008-02-01 02:33:00.0,special-marine,"[[[-87.73, 30.3], [-87.92, 30.44], [-88.14, 30.32], [-88.03, 30.24], [-87.95, 30.24], [-87.94, 30.25], [-87.84, 30.24], [-87.73, 30.3]]]","[[-87.91000000000001, 30.29125]]"
2008-02-01 04:30:00.0,2008-02-01 03:23:00.0,special-marine,"[[[-86.99, 30.59], [-87.07, 30.53], [-87.1, 30.59], [-87.15, 30.59], [-87.17, 30.49], [-87.27, 30.36], [-87.45, 30.32], [-87.99, 29.2], [-87.76, 29.21], [-87.33, 29.3], [-86.99, 29.33], [-86.44, 30.49], [-86.94, 30.42], [-86.99, 30.59]]]","[[-87.18857142857144, 30.143571428571427]]"
2008-02-01 04:00:00.0,2008-02-01 03:25:00.0,severe-thunderstorm,"[[[-85.0, 32.45], [-84.97, 32.38], [-84.73, 32.48], [-84.67, 32.55], [-84.69, 32.57], [-84.68, 32.67], [-84.69, 32.83], [-84.71, 32.85], [-85.1, 32.68], [-85.08, 32.6], [-85.0, 32.52], [-85.0, 32.45]]]","[[-84.86000000000001, 32.58583333333333]]"
2008-02-01 04:00:00.0,2008-02-01 03:25:00.0,severe-thunderstorm,"[[[-85.0, 32.45], [-84.97, 32.38], [-84.73, 32.48], [-84.67, 32.55], [-84.69, 32.57], [-84.68, 32.67], [-84.69, 32.83], [-84.71, 32.85], [-85.1, 32.68], [-85.08, 32.6], [-85.0, 32.52], [-85.0, 32.45]]]","[[-84.86000000000001, 32.58583333333333]]"
2008-02-01 04:00:00.0,2008-02-01 03:28:00.0,severe-thunderstorm,"[[[-86.14, 31.66], [-86.25, 31.73], [-86.71, 31.3], [-86.43, 31.14], [-86.17, 31.36], [-86.17, 31.52], [-86.12, 31.55], [-86.12, 31.61], [-86.15, 31.64], [-86.14, 31.66]]]","[[-86.24, 31.517000000000003]]"
2008-02-01 04:00:00.0,2008-02-01 03:28:00.0,severe-thunderstorm,"[[[-86.14, 31.66], [-86.25, 31.73], [-86.71, 31.3], [-86.43, 31.14], [-86.17, 31.36], [-86.17, 31.52], [-86.12, 31.55], [-86.12, 31.61], [-86.15, 31.64], [-86.14, 31.66]]]","[[-86.24, 31.517000000000003]]"
2008-02-01 05:00:00.0,2008-02-01 04:09:00.0,severe-thunderstorm,"[[[-86.54, 31.2], [-87.12, 30.79], [-86.98, 30.62], [-86.37, 30.92], [-86.36, 30.97], [-86.34, 30.98], [-86.32, 30.99], [-86.54, 31.2]]]","[[-86.57124999999999, 30.95875]]"
2008-02-01 07:15:00.0,2008-02-01 05:12:00.0,special-marine,"[[[-85.89, 28.81], [-85.61, 28.71], [-85.47, 28.7], [-85.24, 29.69], [-85.28, 29.71], [-85.28, 29.83], [-85.89, 30.24], [-86.45, 30.39], [-86.48, 29.38], [-86.29, 29.27], [-86.17, 29.05], [-85.89, 28.81]]]","[[-85.82833333333333, 29.382499999999997]]"
2008-02-01 07:15:00.0,2008-02-01 05:12:00.0,special-marine,"[[[-85.89, 28.81], [-85.61, 28.71], [-85.47, 28.7], [-85.24, 29.69], [-85.28, 29.71], [-85.28, 29.83], [-85.89, 30.24], [-86.45, 30.39], [-86.48, 29.38], [-86.29, 29.27], [-86.17, 29.05], [-85.89, 28.81]]]","[[-85.82833333333333, 29.382499999999997]]"
2008-02-01 05:45:00.0,2008-02-01 05:17:00.0,special-marine,"[[[-86.42, 29.98], [-86.59, 29.99], [-86.83, 29.38], [-86.58, 29.38], [-86.57, 29.39], [-86.56, 29.37], [-86.47, 29.37], [-86.44, 29.88], [-86.43, 29.89], [-86.42, 29.98]]]","[[-86.531, 29.661]]"
2008-02-01 06:00:00.0,2008-02-01 05:17:00.0,severe-thunderstorm,"[[[-85.77, 31.4], [-86.15, 31.15], [-86.09, 31.05], [-85.58, 31.18], [-85.77, 31.4]]]","[[-85.87199999999999, 31.236]]"
2008-02-01 06:00:00.0,2008-02-01 05:17:00.0,severe-thunderstorm,"[[[-85.77, 31.4], [-86.15, 31.15], [-86.09, 31.05], [-85.58, 31.18], [-85.77, 31.4]]]","[[-85.87199999999999, 31.236]]"
2008-02-01 05:45:00.0,2008-02-01 05:17:00.0,special-marine,"[[[-86.42, 29.98], [-86.59, 29.99], [-86.83, 29.38], [-86.58, 29.38], [-86.57, 29.39], [-86.56, 29.37], [-86.47, 29.37], [-86.44, 29.88], [-86.43, 29.89], [-86.42, 29.98]]]","[[-86.531, 29.661]]"
2008-02-01 05:45:00.0,2008-02-01 05:26:00.0,tornado,"[[[-85.77, 31.21], [-86.02, 31.15], [-86.05, 31.0], [-85.77, 31.02], [-85.77, 31.21]]]","[[-85.87599999999999, 31.118000000000002]]"
2008-02-01 05:45:00.0,2008-02-01 05:26:00.0,tornado,"[[[-85.77, 31.21], [-86.02, 31.15], [-86.05, 31.0], [-85.77, 31.02], [-85.77, 31.21]]]","[[-85.87599999999999, 31.118000000000002]]"
2008-02-01 19:15:00.0,2008-02-01 06:08:00.0,special-marine,"[[[-93.32, 29.77], [-93.69, 29.76], [-93.75, 29.31], [-93.31, 29.38], [-93.32, 29.77]]]","[[-93.478, 29.598000000000003]]"
2008-02-01 19:15:00.0,2008-02-01 06:08:00.0,special-marine,"[[[-93.32, 29.77], [-93.69, 29.76], [-93.75, 29.31], [-93.31, 29.38], [-93.32, 29.77]]]","[[-93.478, 29.598000000000003]]"
2008-02-01 06:45:00.0,2008-02-01 06:12:00.0,severe-thunderstorm,"[[[-91.08, 31.99], [-90.91, 31.88], [-90.72, 32.06], [-90.73, 32.18], [-90.71, 32.21], [-90.73, 32.24], [-90.71, 32.25], [-90.71, 32.37], [-91.08, 31.99]]]","[[-90.82000000000001, 32.13]]"
2008-02-01 06:45:00.0,2008-02-01 06:12:00.0,severe-thunderstorm,"[[[-91.08, 31.99], [-90.91, 31.88], [-90.72, 32.06], [-90.73, 32.18], [-90.71, 32.21], [-90.73, 32.24], [-90.71, 32.25], [-90.71, 32.37], [-91.08, 31.99]]]","[[-90.82000000000001, 32.13]]"
2008-02-01 19:00:00.0,2008-02-01 06:25:00.0,severe-thunderstorm,"[[[-90.85, 31.82], [-90.82, 31.79], [-90.78, 31.78], [-90.4, 32.0], [-90.5, 32.25], [-90.95, 31.9], [-90.87, 31.83], [-90.85, 31.83], [-90.85, 31.82]]]","[[-90.76333333333335, 31.89111111111111]]"
2008-02-01 19:30:00.0,2008-02-01 06:54:00.0,severe-thunderstorm,"[[[-90.48, 32.24], [-90.3, 32.1], [-89.79, 32.59], [-89.72, 32.64], [-89.96, 32.88], [-90.03, 32.79], [-90.03, 32.76], [-90.1, 32.71], [-90.48, 32.24]]]","[[-90.0988888888889, 32.55]]"
2008-02-01 19:30:00.0,2008-02-01 06:54:00.0,severe-thunderstorm,"[[[-90.48, 32.24], [-90.3, 32.1], [-89.79, 32.59], [-89.72, 32.64], [-89.96, 32.88], [-90.03, 32.79], [-90.03, 32.76], [-90.1, 32.71], [-90.48, 32.24]]]","[[-90.0988888888889, 32.55]]"
2008-02-01 20:00:00.0,2008-02-01 06:57:00.0,special-marine,"[[[-91.83, 29.86], [-91.97, 29.87], [-92.1, 29.77], [-92.15, 29.8], [-92.23, 29.76], [-92.13, 29.63], [-92.26, 29.57], [-92.65, 29.61], [-93.17, 28.7], [-92.76, 28.57], [-92.3, 28.52], [-92.14, 28.46], [-91.5, 29.55], [-91.59, 29.69], [-91.55, 29.77], [-91.8, 29.77], [-91.83, 29.86]]]","[[-92.11529411764704, 29.45647058823529]]"
2008-02-01 20:00:00.0,2008-02-01 06:57:00.0,special-marine,"[[[-91.83, 29.86], [-91.97, 29.87], [-92.1, 29.77], [-92.15, 29.8], [-92.23, 29.76], [-92.13, 29.63], [-92.26, 29.57], [-92.65, 29.61], [-93.17, 28.7], [-92.76, 28.57], [-92.3, 28.52], [-92.14, 28.46], [-91.5, 29.55], [-91.59, 29.69], [-91.55, 29.77], [-91.8, 29.77], [-91.83, 29.86]]]","[[-92.11529411764704, 29.45647058823529]]"
2008-02-01 08:45:00.0,2008-02-01 07:15:00.0,special-marine,"[[[-85.85, 28.78], [-85.08, 28.58], [-84.38, 28.77], [-84.14, 29.38], [-84.17, 30.11], [-84.35, 30.1], [-84.47, 30.01], [-84.48, 29.94], [-84.8, 29.78], [-84.86, 29.84], [-85.01, 29.73], [-85.26, 29.71], [-85.33, 29.89], [-85.46, 29.98], [-85.39, 30.04], [-85.48, 30.03], [-85.72, 29.41], [-86.01, 28.91], [-85.85, 28.78]]]","[[-85.05736842105264, 29.566842105263156]]"
2008-02-01 13:30:00.0,2008-02-01 12:55:00.0,severe-thunderstorm,"[[[-81.5, 32.85], [-81.88, 32.42], [-81.74, 32.29], [-81.08, 32.55], [-81.37, 32.75], [-81.42, 32.74], [-81.43, 32.79], [-81.5, 32.85]]]","[[-81.49000000000001, 32.655]]"
2008-02-01 13:30:00.0,2008-02-01 12:55:00.0,severe-thunderstorm,"[[[-81.5, 32.85], [-81.88, 32.42], [-81.74, 32.29], [-81.08, 32.55], [-81.37, 32.75], [-81.42, 32.74], [-81.43, 32.79], [-81.5, 32.85]]]","[[-81.49000000000001, 32.655]]"
2008-02-01 20:00:00.0,2008-02-01 19:00:00.0,special-marine,"[[[-77.01, 33.93], [-76.96, 33.96], [-76.96, 33.98], [-77.46, 34.43], [-77.57, 34.43], [-77.79, 34.26], [-77.8, 34.22], [-77.83, 34.21], [-77.83, 33.76], [-77.82, 33.75], [-77.27, 33.75], [-77.23, 33.82], [-77.01, 33.93]]]","[[-77.42615384615384, 34.033076923076926]]"
2008-02-01 20:15:00.0,2008-02-01 19:08:00.0,special-marine,"[[[-77.49, 34.43], [-77.3, 34.27], [-76.74, 34.63], [-76.7, 34.79], [-76.79, 34.74], [-77.03, 34.71], [-77.15, 34.78], [-77.13, 34.7], [-77.19, 34.72], [-77.3, 34.58], [-77.35, 34.59], [-77.29, 34.64], [-77.37, 34.75], [-77.42, 34.72], [-77.4, 34.63], [-77.46, 34.57], [-77.41, 34.53], [-77.47, 34.52], [-77.49, 34.43]]]","[[-77.23578947368422, 34.617368421052625]]"
2008-02-01 20:15:00.0,2008-02-01 19:08:00.0,special-marine,"[[[-77.49, 34.43], [-77.3, 34.27], [-76.74, 34.63], [-76.7, 34.79], [-76.79, 34.74], [-77.03, 34.71], [-77.15, 34.78], [-77.13, 34.7], [-77.19, 34.72], [-77.3, 34.58], [-77.35, 34.59], [-77.29, 34.64], [-77.37, 34.75], [-77.42, 34.72], [-77.4, 34.63], [-77.46, 34.57], [-77.41, 34.53], [-77.47, 34.52], [-77.49, 34.43]]]","[[-77.23578947368422, 34.617368421052625]]"
2008-02-01 21:45:00.0,2008-02-01 20:08:00.0,special-marine,"[[[-75.97, 35.88], [-75.68, 36.05], [-75.87, 36.16], [-76.68, 36.03], [-76.7, 35.93], [-76.08, 35.98], [-76.08, 35.97], [-76.13, 35.97], [-76.18, 35.69], [-75.89, 35.65], [-76.11, 35.38], [-76.5, 35.6], [-76.79, 35.45], [-76.8, 35.49], [-76.55, 35.26], [-76.92, 34.89], [-76.37, 34.89], [-76.95, 34.74], [-77.03, 34.32], [-75.92, 34.97], [-75.97, 35.88]]]","[[-76.34142857142858, 35.532380952380954]]"
2008-02-01 21:45:00.0,2008-02-01 20:08:00.0,special-marine,"[[[-75.97, 35.88], [-75.68, 36.05], [-75.87, 36.16], [-76.68, 36.03], [-76.7, 35.93], [-76.08, 35.98], [-76.08, 35.97], [-76.13, 35.97], [-76.18, 35.69], [-75.89, 35.65], [-76.11, 35.38], [-76.5, 35.6], [-76.79, 35.45], [-76.8, 35.49], [-76.55, 35.26], [-76.92, 34.89], [-76.37, 34.89], [-76.95, 34.74], [-77.03, 34.32], [-75.92, 34.97], [-75.97, 35.88]]]","[[-76.34142857142858, 35.532380952380954]]"
2008-02-02 03:00:00.0,2008-02-01 21:08:00.0,flash-flood,"[[[-74.71, 41.49], [-74.71, 41.36], [-74.4, 41.2], [-74.51, 41.06], [-74.32, 41.0], [-74.22, 41.13], [-73.95, 41.04], [-73.5, 41.21], [-73.55, 41.29], [-73.57, 41.52], [-73.92, 41.5], [-73.99, 41.45], [-74.0, 41.59], [-74.3, 41.63], [-74.41, 41.59], [-74.48, 41.52], [-74.71, 41.49]]]","[[-74.19117647058825, 41.357058823529414]]"
2008-02-01 22:15:00.0,2008-02-01 21:16:00.0,special-marine,"[[[-75.21, 35.29], [-75.15, 35.68], [-75.48, 35.6], [-75.46, 35.56], [-75.49, 35.52], [-75.51, 35.3], [-75.55, 35.24], [-75.62, 35.24], [-75.99, 35.1], [-76.0, 35.07], [-75.7, 34.85], [-75.37, 34.93], [-75.21, 35.29]]]","[[-75.51846153846155, 35.2823076923077]]"
2008-02-01 22:15:00.0,2008-02-01 21:16:00.0,special-marine,"[[[-75.21, 35.29], [-75.15, 35.68], [-75.48, 35.6], [-75.46, 35.56], [-75.49, 35.52], [-75.51, 35.3], [-75.55, 35.24], [-75.62, 35.24], [-75.99, 35.1], [-76.0, 35.07], [-75.7, 34.85], [-75.37, 34.93], [-75.21, 35.29]]]","[[-75.51846153846155, 35.2823076923077]]"
2008-02-02 00:00:00.0,2008-02-01 22:03:00.0,special-marine,"[[[-75.31, 38.91], [-75.14, 38.77], [-74.95, 38.94], [-74.89, 39.09], [-75.07, 39.22], [-75.14, 39.19], [-75.18, 39.26], [-75.26, 39.31], [-75.3, 39.3], [-75.33, 39.36], [-75.37, 39.36], [-75.46, 39.42], [-75.47, 39.32], [-75.42, 39.26], [-75.42, 39.08], [-75.31, 38.98], [-75.31, 38.91]]]","[[-75.25470588235294, 39.157647058823535]]"
2008-02-02 00:00:00.0,2008-02-01 22:03:00.0,special-marine,"[[[-75.31, 38.91], [-75.14, 38.77], [-74.95, 38.94], [-74.89, 39.09], [-75.07, 39.22], [-75.14, 39.19], [-75.18, 39.26], [-75.26, 39.31], [-75.3, 39.3], [-75.33, 39.36], [-75.37, 39.36], [-75.46, 39.42], [-75.47, 39.32], [-75.42, 39.26], [-75.42, 39.08], [-75.31, 38.98], [-75.31, 38.91]]]","[[-75.25470588235294, 39.157647058823535]]"
2008-02-03 14:45:00.0,2008-02-03 14:21:00.0,special-marine,"[[[-80.03, 26.37], [-79.84, 26.36], [-79.81, 26.56], [-80.02, 26.63], [-80.03, 26.37]]]","[[-79.946, 26.458]]"
2008-02-03 21:15:00.0,2008-02-03 19:16:00.0,flash-flood,"[[[-117.01, 33.3], [-116.99, 33.21], [-116.79, 33.2], [-116.83, 33.37], [-117.02, 33.42], [-117.01, 33.3]]]","[[-116.94166666666666, 33.300000000000004]]"
2008-02-03 23:15:00.0,2008-02-03 22:33:00.0,severe-thunderstorm,"[[[-89.7, 39.0], [-88.81, 39.14], [-88.81, 39.21], [-89.12, 39.23], [-89.13, 39.35], [-89.14, 39.36], [-89.51, 39.36], [-89.69, 39.29], [-89.71, 39.03], [-89.7, 39.0]]]","[[-89.33200000000002, 39.197]]"
2008-02-03 23:15:00.0,2008-02-03 22:41:00.0,severe-thunderstorm,"[[[-89.29, 39.64], [-89.53, 39.36], [-89.12, 39.36], [-89.02, 39.51], [-89.29, 39.64]]]","[[-89.25, 39.501999999999995]]"
2008-02-03 23:15:00.0,2008-02-03 22:41:00.0,severe-thunderstorm,"[[[-89.29, 39.64], [-89.53, 39.36], [-89.12, 39.36], [-89.02, 39.51], [-89.29, 39.64]]]","[[-89.25, 39.501999999999995]]"
2008-02-04 01:00:00.0,2008-02-04 00:19:00.0,severe-thunderstorm,"[[[-114.05, 36.84], [-114.41, 36.84], [-114.42, 36.49], [-114.05, 36.49], [-114.05, 36.84]]]","[[-114.196, 36.7]]"
2008-02-04 01:00:00.0,2008-02-04 00:19:00.0,severe-thunderstorm,"[[[-114.05, 36.84], [-114.41, 36.84], [-114.42, 36.49], [-114.05, 36.49], [-114.05, 36.84]]]","[[-114.196, 36.7]]"
2008-02-04 13:45:00.0,2008-02-04 13:16:00.0,severe-thunderstorm,"[[[-89.64, 41.24], [-89.66, 41.25], [-89.87, 41.25], [-89.89, 41.23], [-89.89, 41.16], [-90.12, 41.17], [-90.19, 41.12], [-90.08, 41.03], [-89.64, 41.22], [-89.64, 41.24]]]","[[-89.862, 41.19100000000001]]"
2008-02-04 14:30:00.0,2008-02-04 13:45:00.0,severe-thunderstorm,"[[[-89.18, 41.32], [-89.17, 41.57], [-89.82, 41.29], [-89.78, 41.23], [-89.66, 41.23], [-89.64, 41.15], [-89.48, 41.19], [-89.47, 41.24], [-89.42, 41.23], [-89.36, 41.25], [-89.34, 41.29], [-89.28, 41.32], [-89.18, 41.32]]]","[[-89.4446153846154, 41.27923076923078]]"
2008-02-04 15:00:00.0,2008-02-04 14:08:00.0,severe-thunderstorm,"[[[-88.61, 41.48], [-88.61, 41.64], [-89.16, 41.63], [-89.17, 41.63], [-89.17, 41.59], [-89.18, 41.58], [-89.18, 41.34], [-89.17, 41.33], [-88.61, 41.48]]]","[[-88.98444444444446, 41.52222222222222]]"
2008-02-04 15:00:00.0,2008-02-04 14:16:00.0,severe-thunderstorm,"[[[-89.99, 41.59], [-90.35, 41.34], [-90.19, 41.2], [-89.87, 41.44], [-89.99, 41.59]]]","[[-90.078, 41.432]]"
2008-02-04 15:00:00.0,2008-02-04 14:16:00.0,severe-thunderstorm,"[[[-89.99, 41.59], [-90.35, 41.34], [-90.19, 41.2], [-89.87, 41.44], [-89.99, 41.59]]]","[[-90.078, 41.432]]"
2008-02-04 15:30:00.0,2008-02-04 14:43:00.0,severe-thunderstorm,"[[[-89.99, 41.03], [-90.0, 41.15], [-90.45, 41.15], [-90.46, 40.71], [-90.0, 40.72], [-89.99, 41.02], [-89.99, 41.03]]]","[[-90.12571428571428, 40.97285714285715]]"
